NU_IDENTIFICADOR;IBGE;co_seq_dirigente;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;q_34_3;q_34_9;q_34_10;q_34_11;q_34_12;q_34_13;q_34_14;q_34_15;q_34_16;q_34_17;DataCenso;DataCenso_2018;q_34_2_rec;Idade;Faixas_etarias;d_34_9;d_34_11;d_34_9bin1;d_34_9bin2;d_34_9bin3;d_34_10bin1;d_34_10bin2;d_34_10bin3;d_34_10bin4;d_34_10bin5;d_34_11bin1;d_34_11bin2;d_34_11bin3;d_34_11bin4;d_34_9bin1_sum;d_34_9bin2_sum;d_34_9bin3_sum;d_34_10bin1_sum;d_34_10bin2_sum;d_34_10bin3_sum;d_34_10bin4_sum;d_34_10bin5_sum;d_34_11bin1_sum;d_34_11bin2_sum;d_34_11bin3_sum;d_34_11bin4_sum;nu_trabalhadores
35188097070;351880;337593;3518800;35;3;Guarulhos;1221979;1221979;0;Metrópole;318,675;1;257;273;139;249;18;02/09/2014;99; ; ;31.08.2018;8/31/2018;08/09/1970;48;3;2;2; ; ;1; ;1; ; ; ; ;1; ; ;1;2;5;0;2;0;0;0;1;6;1;0;8
35188097070;351880;734595;3518800;35;3;Guarulhos;1221979;1221979;0;Metrópole;318,675;1;257;273;139;254;20;16/07/2012;99; ; ;31.08.2018;8/31/2018;10/13/1962;55;4;2;2; ; ;1; ;1; ; ; ; ;1; ; ;1;2;5;0;2;0;0;0;1;6;1;0;8
35221098125;352210;992654;3522109;35;3;Itanhaém;87057;86242;815;Médio;601,711;1;257;273;292;21;20;03/11/2015;2; ; ;31.08.2018;8/31/2018;4/15/1959;59;4;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;0;2;0;2;0;0;0;1;0;2;0;3
35221098125;352210;673994;3522109;35;3;Itanhaém;87057;86242;815;Médio;601,711;1;257;273;138;249;18;01/09/2011;2; ; ;31.08.2018;8/31/2018;1/14/1956;62;5;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;0;2;0;2;0;0;0;1;0;2;0;3
35225097904;352250;1208108;3522505;35;3;Itapevi;200769;200769;0;Grande;82,658;1;257;273;138;249;18;02/09/2016;2;3; ;31.08.2018;8/31/2018;06/07/1970;48;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;6;2;0;2;0;0;0;7;0;0;3;10
35225097904;352250;1073576;3522505;35;3;Itapevi;200769;200769;0;Grande;82,658;1;257;273;138;21;20;01/06/2018;1;2;3;31.08.2018;8/31/2018;10/21/1978;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;6;2;0;2;0;0;0;7;0;0;3;10
35231098085;352310;1295213;3523107;35;3;Itaquaquece;321770;321770;0;Grande;82,622;1;257;273;292;21;20;02/05/2017;1;1;1;31.08.2018;8/31/2018;03/10/1979;39;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;1;2;0;2;0;0;0;1;0;3;0;4
35231098085;352310;671977;3523107;35;3;Itaquaquece;321770;321770;0;Grande;82,622;1;257;273;292;249;263;02/07/2017;2;3;99;31.08.2018;8/31/2018;09/12/1985;32;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;1;2;0;2;0;0;0;1;0;3;0;4
35239097720;352390;1100817;3523909;35;3;Itu;154147;144269;9878;Grande;640,719;1;257;273;138;21;20;10/07/2018;2;1;3;31.08.2018;8/31/2018;03/09/1981;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;6;6;0;3;0;1;1;11;2;0;0;13
35239097720;352390;385607;3523909;35;3;Itu;154147;144269;9878;Grande;640,719;1;257;273;138;249;18;09/09/2013;2;2;3;31.08.2018;8/31/2018;02/04/1959;59;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;6;6;0;3;0;1;1;11;2;0;0;13
35239097720;352390;823572;3523909;35;3;Itu;154147;144269;9878;Grande;640,719;1;257;273;138;249;272;05/08/2015;2;2;3;31.08.2018;8/31/2018;3/30/1987;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;6;6;0;3;0;1;1;11;2;0;0;13
35244096816;352440;717771;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;1;257;273;138;249;18;20/06/2012;2; ; ;31.08.2018;8/31/2018;11/25/1969;48;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;9;7;0;4;0;0;1;15;0;0;2;17
35244096816;352440;257197;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;1;257;273;138;249;18;15/09/2017;2; ; ;31.08.2018;8/31/2018;03/02/1967;51;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;9;7;0;4;0;0;1;15;0;0;2;17
35244096816;352440;720917;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;1;257;273;138;21;18;01/02/2018;99; ; ;31.08.2018;8/31/2018;10/02/1988;29;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;9;7;0;4;0;0;1;15;0;0;2;17
35244096816;352440;403619;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;1;257;273;138;249;18;30/06/2016;2; ; ;31.08.2018;8/31/2018;5/20/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;9;7;0;4;0;0;1;15;0;0;2;17
35253098127;352530;836839;3525300;35;3;Jaú;131040;126943;4097;Grande;687,103;1;257;273;138;249;18;30/08/2015;2;2;3;31.08.2018;8/31/2018;12/24/1972;45;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;1;6;0;1;0;1;0;8;0;1;0;9
35259095940;352590;811238;3525904;35;3;Jundiaí;370126;354204;15922;Grande;431,207;1;258;273;138;249;18;04/07/2016;2;4; ;31.08.2018;8/31/2018;12/11/1965;52;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;5;8;0;4;0;0;1;13;0;0;3;16
35259095940;352590;258463;3525904;35;3;Jundiaí;370126;354204;15922;Grande;431,207;1;257;273;138;249;18;03/02/2014;2; ; ;31.08.2018;8/31/2018;12/25/1973;44;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;5;8;0;4;0;0;1;13;0;0;3;16
35259095940;352590;1124698;3525904;35;3;Jundiaí;370126;354204;15922;Grande;431,207;2;257;273;138;21;18;15/02/2018;1; ; ;31.08.2018;8/31/2018;03/12/1986;32;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;5;8;0;4;0;0;1;13;0;0;3;16
35259095940;352590;952300;3525904;35;3;Jundiaí;370126;354204;15922;Grande;431,207;1;258;273;138;249;18;13/06/2016;2;4; ;31.08.2018;8/31/2018;1/14/1991;27;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;5;8;0;4;0;0;1;13;0;0;3;16
35267098146;352670;568920;3526704;35;3;Leme;91756;89862;1894;Médio;402,871;1;257;273;138;249;262;01/08/2018;2;2;99;31.08.2018;8/31/2018;06/08/1966;52;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;5;0;1;0;0;0;5;0;0;0;5
35269094904;352690;354882;3526902;35;3;Limeira;276022;267785;8237;Grande;580,711;1;257;273;138;21;20;01/04/2016;1; ; ;31.08.2018;8/31/2018;5/17/1984;34;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;5;0;3;0;0;1;7;0;0;0;7
35269094904;352690;234850;3526902;35;3;Limeira;276022;267785;8237;Grande;580,711;1;257;273;138;249;18;22/01/2018;2;3; ;31.08.2018;8/31/2018;06/02/1967;51;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;5;0;3;0;0;1;7;0;0;0;7
35269094904;352690;327914;3526902;35;3;Limeira;276022;267785;8237;Grande;580,711;1;257;273;138;249;18;18/01/2018;2; ; ;31.08.2018;8/31/2018;5/25/1987;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;5;0;3;0;0;1;7;0;0;0;7
35290097674;352900;903784;3529005;35;3;Marília;216745;207021;9724;Grande;1170,515;1;257;273;138;249;18;11/02/2015;2; ; ;31.08.2018;8/31/2018;6/27/1976;42;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;11;0;1;0;3;2;11;0;2;0;13
35294097936;352940;1106948;3529401;35;3;Mauá;417064;417064;0;Grande;61,909;1;257;273;138;249;18;13/01/2017;3;3;3;31.08.2018;8/31/2018;7/25/1973;45;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;6;0;3;0;0;2;11;0;3;0;14
35294097936;352940;1485854;3529401;35;3;Mauá;417064;417064;0;Grande;61,909;1;257;273;138;249;18;22/06/2018;2;2;2;31.08.2018;8/31/2018;01/08/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;6;0;3;0;0;2;11;0;3;0;14
35294097936;352940;1039830;3529401;35;3;Mauá;417064;417064;0;Grande;61,909;1;257;273;138;249;18;23/06/2015;2;2;2;31.08.2018;8/31/2018;09/05/1979;38;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;6;0;3;0;0;2;11;0;3;0;14
35306096378;353060;716881;3530607;35;3;Mogi das Cr;387779;357313;30466;Grande;712,541;1;257;273;138;249;18;09/09/2014;2; ; ;31.08.2018;8/31/2018;08/06/1981;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;7;12;0;2;0;2;1;14;1;1;4;20
35306096378;353060;1056368;3530607;35;3;Mogi das Cr;387779;357313;30466;Grande;712,541;2;257;273;138;249;18;23/10/2015;2; ; ;31.08.2018;8/31/2018;5/29/1980;38;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;7;12;0;2;0;2;1;14;1;1;4;20
35344095172;353440;723012;3534401;35;3;Osasco;666740;666740;0;Grande;64,954;1;257;273;138;21;18;12/06/2012;2;2;2;31.08.2018;8/31/2018;04/09/1963;55;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;7;6;0;4;0;0;1;10;5;1;0;16
35344095172;353440;941126;3534401;35;3;Osasco;666740;666740;0;Grande;64,954;1;257;273;138;249;18;28/02/2018;2;2;2;31.08.2018;8/31/2018;07/08/1966;52;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;7;6;0;4;0;0;1;10;5;1;0;16
35344095172;353440;1391872;3534401;35;3;Osasco;666740;666740;0;Grande;64,954;1;257;273;138;249;18;18/01/2011;2;2;2;31.08.2018;8/31/2018;7/15/1966;52;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;7;6;0;4;0;0;1;10;5;1;0;16
35344095172;353440;1492955;3534401;35;3;Osasco;666740;666740;0;Grande;64,954;2;257;273;138;249;18;25/05/2009;2;2;2;31.08.2018;8/31/2018;01/11/1985;33;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;7;6;0;4;0;0;1;10;5;1;0;16
35347098098;353470;158006;3534708;35;3;Ourinhos;103035;100374;2661;Grande;295,818;1;257;273;138;21;20;29/12/2015;1; ; ;31.08.2018;8/31/2018;03/07/1980;38;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;4;7;4;0;2;0;0;1;14;0;0;1;15
35347098098;353470;1048009;3534708;35;3;Ourinhos;103035;100374;2661;Grande;295,818;1;257;273;138;249;18;09/05/2016;2; ; ;31.08.2018;8/31/2018;2/20/1990;28;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;4;7;4;0;2;0;0;1;14;0;0;1;15
35387095714;353870;365795;3538709;35;3;Piracicaba;364571;356743;7828;Grande;1378,069;1;257;273;138;249;18;04/07/2016;2; ; ;31.08.2018;8/31/2018;4/22/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;2;5;0;4;0;0;1;4;1;1;4;10
35387095714;353870;1496425;3538709;35;3;Piracicaba;364571;356743;7828;Grande;1378,069;1;257;273;292;251;20;23/08/2018;1; ; ;31.08.2018;8/31/2018;10/19/1983;34;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;3;2;5;0;4;0;0;1;4;1;1;4;10
35387095714;353870;341183;3538709;35;3;Piracicaba;364571;356743;7828;Grande;1378,069;1;257;273;138;249;18;11/05/2017;2; ; ;31.08.2018;8/31/2018;05/04/1951;67;5;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;2;5;0;4;0;0;1;4;1;1;4;10
35387095714;353870;576686;3538709;35;3;Piracicaba;364571;356743;7828;Grande;1378,069;1;257;273;138;21;18;01/11/2018;2; ; ;31.08.2018;8/31/2018;1/17/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;2;5;0;4;0;0;1;4;1;1;4;10
35410097238;354100;656277;3541000;35;3;Praia Grand;262051;262051;0;Grande;149,253;1;257;273;138;249;18;30/11/2017;2; ; ;31.08.2018;8/31/2018;07/12/1977;41;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;3;5;1;1;0;0;3;7;1;1;0;9
35414097198;354140;1367379;3541406;35;3;Presidente;207610;203375;4235;Grande;560,637;1;258;273;138;249;18;17/07/2017;2;2;2;31.08.2018;8/31/2018;04/10/1985;33;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;5;7;1;2;0;0;2;6;3;0;4;13
35414097198;354140;640726;3541406;35;3;Presidente;207610;203375;4235;Grande;560,637;1;257;273;138;21;18;01/02/2013;1;1;1;31.08.2018;8/31/2018;4/14/1988;30;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;5;7;1;2;0;0;2;6;3;0;4;13
35434096110;354340;227974;3543402;35;3;Ribeirão Pr;604682;602966;1716;Grande;650,916;1;260;273;138;249;18;10/11/2016;2;4;1;31.08.2018;8/31/2018;12/17/1981;36;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;3;5;0;1;0;0;1;8;0;1;0;9
35458098116;354580;506476;3545803;35;3;Santa Bárba;180009;178596;1413;Grande;271,03;1;257;273;139;21;20;07/04/2015;1;2; ;31.08.2018;8/31/2018;7/13/1959;59;4;2;2; ; ;1; ;1; ; ; ; ;1; ; ;2;2;3;0;1;0;0;1;0;5;0;2;7
35487095948;354870;544368;3548708;35;3;São Bernard;765463;752658;12805;Grande;409,532;2;257;273;138;248;20;17/06/1986;2; ; ;31.08.2018;8/31/2018;11/18/1966;51;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;3;4;0;4;0;0;0;3;1;1;2;7
35487095948;354870;571214;3548708;35;3;São Bernard;765463;752658;12805;Grande;409,532;1;257;273;138;249;18;08/09/1999;2; ; ;31.08.2018;8/31/2018;1/23/1963;55;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;3;4;0;4;0;0;0;3;1;1;2;7
35487095948;354870;976163;3548708;35;3;São Bernard;765463;752658;12805;Grande;409,532;1;257;273;138;249;20;04/09/2017;2; ; ;31.08.2018;8/31/2018;12/23/1970;47;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;3;4;0;4;0;0;0;3;1;1;2;7
35487095948;354870;1281094;3548708;35;3;São Bernard;765463;752658;12805;Grande;409,532;1;257;273;292;21;20;17/02/2017;1; ; ;31.08.2018;8/31/2018;12/18/1980;37;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;0;3;4;0;4;0;0;0;3;1;1;2;7
35498097876;354980;1455258;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;1;257;273;138;249;18;02/01/2018;2;2;2;31.08.2018;8/31/2018;03/12/1990;28;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35498097876;354980;251375;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;1;257;273;292;21;20;05/06/2017;1;1;1;31.08.2018;8/31/2018;5/28/1975;43;3;2;3; ; ;1; ;1; ; ; ; ; ;1; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35498097876;354980;951076;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;1;257;273;138;249;18;02/01/2018;2;2;2;31.08.2018;8/31/2018;09/05/1981;36;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35498097876;354980;643777;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;1;257;273;138;249;18;02/01/2018;2;2;2;31.08.2018;8/31/2018;12/07/1985;32;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35498097876;354980;506899;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;1;257;273;138;248;20;01/03/2017;99;99;99;31.08.2018;8/31/2018;12/25/1986;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35498097876;354980;1455279;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;2;257;273;138;249;18;02/01/2018;2;2;2;31.08.2018;8/31/2018;03/06/1991;27;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35498097876;354980;876768;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;1;257;273;138;248;20;06/05/2013;4;4;4;31.08.2018;8/31/2018;02/12/1990;28;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35498097876;354980;1212232;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;1;257;273;138;248;20;01/10/2018;99;99;99;31.08.2018;8/31/2018;5/30/1990;28;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35498097876;354980;1201497;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;1;257;273;138;249;18;02/01/2018;3;3;3;31.08.2018;8/31/2018;12/12/1992;25;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35499095674;354990;1378411;3549904;35;3;São José do;629921;617106;12815;Grande;1099,409;1;257;273;264;249;18;27/10/2017;2; ; ;31.08.2018;8/31/2018;1/28/1965;53;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;41;9;0;7;0;0;0;0;2;0;54;56
35499095674;354990;676175;3549904;35;3;São José do;629921;617106;12815;Grande;1099,409;1;257;273;264;249;18;15/12/2017;2; ; ;31.08.2018;8/31/2018;08/09/1969;49;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;41;9;0;7;0;0;0;0;2;0;54;56
35499095674;354990;1382197;3549904;35;3;São José do;629921;617106;12815;Grande;1099,409;1;257;273;264;249;20;05/07/2018;2; ; ;31.08.2018;8/31/2018;3/31/1974;44;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;41;9;0;7;0;0;0;0;2;0;54;56
35499095674;354990;562055;3549904;35;3;São José do;629921;617106;12815;Grande;1099,409;1;257;273;264;249;18;27/10/2017;2; ; ;31.08.2018;8/31/2018;1/26/1982;36;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;41;9;0;7;0;0;0;0;2;0;54;56
35499095674;354990;256703;3549904;35;3;São José do;629921;617106;12815;Grande;1099,409;1;257;273;264;248;20;27/10/2017;3; ; ;31.08.2018;8/31/2018;03/11/1976;42;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;41;9;0;7;0;0;0;0;2;0;54;56
35499095674;354990;1480867;3549904;35;3;São José do;629921;617106;12815;Grande;1099,409;1;257;273;264;21;20;06/06/2018;1; ; ;31.08.2018;8/31/2018;7/18/1978;40;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;41;9;0;7;0;0;0;0;2;0;54;56
35499095674;354990;1481074;3549904;35;3;São José do;629921;617106;12815;Grande;1099,409;1;257;273;264;249;20;19/12/2017;2; ; ;31.08.2018;8/31/2018;12/12/1979;38;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;41;9;0;7;0;0;0;0;2;0;54;56
35503096002;355030;480908;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;02/01/2017;2;2;2;31.08.2018;8/31/2018;11/23/1968;49;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;4;0;4;0;0;0;3;0;1;0;4
35503096002;355030;506631;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;16/11/2015;2;2;2;31.08.2018;8/31/2018;12/24/1960;57;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;4;0;4;0;0;0;3;0;1;0;4
35503096002;355030;671359;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;07/11/2011;2;2;2;31.08.2018;8/31/2018;2/21/1975;43;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;4;0;4;0;0;0;3;0;1;0;4
35503096002;355030;1488769;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;292;21;20;08/11/2018;1;1;1;31.08.2018;8/31/2018;7/29/1977;41;3;2;3; ; ;1; ;1; ; ; ; ; ;1; ;0;0;4;0;4;0;0;0;3;0;1;0;4
35503096298;355030;1075481;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;10/08/2015;1; ; ;31.08.2018;8/31/2018;8/28/1986;32;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;12;3;0;6;0;0;0;3;0;1;12;16
35503096298;355030;963654;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;292;21;20;20/02/2018;1; ; ;31.08.2018;8/31/2018;5/21/1982;36;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;12;3;0;6;0;0;0;3;0;1;12;16
35503096298;355030;1482503;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;256;273;142;253;272;15/10/2018;99; ; ;31.08.2018;8/31/2018;4/14/1983;35;2;1;4; ;1; ; ;1; ; ; ; ; ; ;1;1;12;3;0;6;0;0;0;3;0;1;12;16
35503096298;355030;571255;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;256;273;138;249;18;15/10/2018;1; ; ;31.08.2018;8/31/2018;11/19/1982;35;2;1;1; ;1; ; ;1; ; ; ;1; ; ; ;1;12;3;0;6;0;0;0;3;0;1;12;16
35503096298;355030;506632;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;10/08/2010;1; ; ;31.08.2018;8/31/2018;9/16/1986;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;12;3;0;6;0;0;0;3;0;1;12;16
35503096298;355030;1482517;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;256;273;142;253;272;15/10/2018;99; ; ;31.08.2018;8/31/2018;01/11/1997;21;1;1;4; ;1; ; ;1; ; ; ; ; ; ;1;1;12;3;0;6;0;0;0;3;0;1;12;16
35503098105;355030;1191844;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;258;273;138;249;18;26/07/2018;2; ; ;31.08.2018;8/31/2018;12/12/1975;42;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;3;13;0;4;0;3;1;2;0;1;13;16
35503098105;355030;1464666;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;264;249;18;22/05/2018;2; ; ;31.08.2018;8/31/2018;01/08/1979;39;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;3;13;0;4;0;3;1;2;0;1;13;16
35503098105;355030;1198074;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;258;273;138;249;18;16/08/2018;2; ; ;31.08.2018;8/31/2018;4/23/1981;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;3;13;0;4;0;3;1;2;0;1;13;16
35503098105;355030;868777;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;264;249;18;04/01/2016;2; ; ;31.08.2018;8/31/2018;7/27/1987;31;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;3;13;0;4;0;3;1;2;0;1;13;16
35503098122;355030;884145;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;264;249;18;01/09/2016;2; ; ;31.08.2018;8/31/2018;12/12/1970;47;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;2;8;0;4;0;1;2;2;0;0;8;10
35503098122;355030;506634;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;21;20;02/10/2017;1; ; ;31.08.2018;8/31/2018;3/21/1978;40;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;8;0;4;0;1;2;2;0;0;8;10
35503098122;355030;1037382;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;264;249;18;01/07/2015;2; ; ;31.08.2018;8/31/2018;12/17/1976;41;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;2;8;0;4;0;1;2;2;0;0;8;10
35503098122;355030;1066648;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;06/08/2015;2; ; ;31.08.2018;8/31/2018;7/31/1993;25;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;8;0;4;0;1;2;2;0;0;8;10
35503098123;355030;1067205;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;19/10/2015;2; ; ;31.08.2018;8/31/2018;9/25/1972;45;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;4;5;0;4;0;0;2;5;0;1;3;9
35503098123;355030;364827;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;19/06/2015;2; ; ;31.08.2018;8/31/2018;10/27/1979;38;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;4;5;0;4;0;0;2;5;0;1;3;9
35503098123;355030;724101;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;256;273;138;249;18;19/10/2015;2; ; ;31.08.2018;8/31/2018;5/19/1986;32;2;1;1; ;1; ; ;1; ; ; ;1; ; ; ;0;4;5;0;4;0;0;2;5;0;1;3;9
35503098123;355030;840198;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;04/12/2017;2; ; ;31.08.2018;8/31/2018;08/06/1982;36;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;4;5;0;4;0;0;2;5;0;1;3;9
35503098140;355030;1051306;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;11/08/2015;2; ; ;31.08.2018;8/31/2018;6/14/1987;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;4;4;0;4;0;0;0;3;0;1;5;9
35503098140;355030;1380360;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;138;249;18;29/06/1990;2; ; ;31.08.2018;8/31/2018;09/06/1955;62;5;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;4;4;0;4;0;0;0;3;0;1;5;9
35503098140;355030;1478129;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;2;257;273;138;249;20;20/07/2018;2; ; ;31.08.2018;8/31/2018;1/27/1988;30;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;4;4;0;4;0;0;0;3;0;1;5;9
35503098140;355030;1414206;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11;1;257;273;292;21;20;01/02/2018;1; ; ;31.08.2018;8/31/2018;06/02/1974;44;3;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;4;4;0;4;0;0;0;3;0;1;5;9
