NU_IDENTIFICADOR;IBGE;q44_3;q44_9;q44_10;q44_11;q44_12;q44_13;q44_14;q44_15_1;q44_15_2;q44_15_3;IBGE7;UF;Regiao;Município;Pop_Total2010_MICRO;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d44_9;d44_11;d44_9bin1;d44_9bin2;d44_9bin3;d44_10bin1;d44_10bin2;d44_10bin3;d44_10bin4;d44_10bin5;d44_11bin1;d44_11bin2;d44_11bin3;d44_11bin4;d44_9bin1_sum;d44_9bin2_sum;d44_9bin3_sum;d44_10bin1_sum;d44_10bin2_sum;d44_10bin3_sum;d44_10bin4_sum;d44_10bin5_sum;d44_11bin1_sum;d44_11bin2_sum;d44_11bin3_sum;d44_11bin4_sum;nu_trabalhadores;d44_15_1_1bin_Gestão;d44_15_1_1bin_PopRua;d44_15_1_1bin_Abordagem;d44_15_1_1bin_Cadastramento;d44_15_1_1bin_Outros;d44_15_2_1bin_Gestão;d44_15_2_1bin_PopRua;d44_15_2_1bin_Abordagem;d44_15_2_1bin_Cadastramento;d44_15_2_1bin_Outros;d44_15_3_1bin_Gestão;d44_15_3_1bin_PopRua;d44_15_3_1bin_Abordagem;d44_15_3_1bin_Cadastramento;d44_15_3_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d44_15_1_1bin_Gestão_sum;d44_15_1_1bin_PopRua_sum;d44_15_1_1bin_Abordagem_sum;d44_15_1_1bin_Cadastramento_sum;d44_15_1_1bin_Outros_sum;d44_15_2_1bin_Gestão_sum;d44_15_2_1bin_PopRua_sum;d44_15_2_1bin_Abordagem_sum;d44_15_2_1bin_Cadastramento_sum;d44_15_2_1bin_Outros_sum;d44_15_3_1bin_Gestão_sum;d44_15_3_1bin_PopRua_sum;d44_15_3_1bin_Abordagem_sum;d44_15_3_1bin_Cadastramento_sum;d44_15_3_1bin_Outros_sum;N_BREAK
32012098154;320120;0;257;274;266;249;18;07/02/2022;2; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;257;274;266;249;18;08/08/2022;2; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;255;238;266;219;18;21/06/2022;3; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;255;239;266;252;20;01/06/2021;99; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;255;239;266;251;20;10/03/2022;1; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;254;239;266;253;18;12/05/2022; ; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;257;273;266;249;18;21/06/2021;2; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;1;255;239;266;251;20;01/04/2022;2; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32013098158;320130;1;258;273;264;21;20;01/01/2022;1;99; ;3201308;32;3;Cariacica;1565393;348738;337643;11095;Grande;279,718; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;2;3;0;2;0;0;1;0;0;0;5;5;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;1;3; ; ;1;2; ;1; ;1; ; ; ; ;1;5
32013098158;320130;0;257;273;264;249;18;02/02/2021;2;3; ;3201308;32;3;Cariacica;1565393;348738;337643;11095;Grande;279,718; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;2;3;0;2;0;0;1;0;0;0;5;5; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;1;3; ; ;1;2; ;1; ;1; ; ; ; ;1;5
32013098158;320130;1;257;274;264;249;18;02/08/2021;99; ; ;3201308;32;3;Cariacica;1565393;348738;337643;11095;Grande;279,718; ;31.08.2022;8/31/2022;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;2;3;0;2;0;0;1;0;0;0;5;5; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ; ;1;2; ;1; ;1; ; ; ; ;1;5
32013098158;320130;1;255;238;264;251;20;02/08/2021;2;1;99;3201308;32;3;Cariacica;1565393;348738;337643;11095;Grande;279,718; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;2;3;0;2;0;0;1;0;0;0;5;5; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1;1;1; ; ;1;1;3; ; ;1;2; ;1; ;1; ; ; ; ;1;5
32013098158;320130;1;255;238;264;248;20;02/08/2021;2;1; ;3201308;32;3;Cariacica;1565393;348738;337643;11095;Grande;279,718; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;2;3;0;2;0;0;1;0;0;0;5;5; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;3; ; ;1;2; ;1; ;1; ; ; ; ;1;5
32015096780;320150;0;258;274;138;249;272;10/09/2018;2;3;99;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;4;5;0;2;0;0;2;7;1;3;0;11; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;0;257;273;138;249;20;11/11/2014;2;3;99;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;4;5;0;2;0;0;2;7;1;3;0;11; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;0;260;276;138;21;20;16/03/2018;1;2;3;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;2;4;5;0;2;0;0;2;7;1;3;0;11;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;1; ; ;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;1;255;238;138;248;20;01/09/2022;2;3;99;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;4;5;0;2;0;0;2;7;1;3;0;11; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;0;253;239;292;251;20;13/07/2022; ; ; ;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;2;0;3;1; ; ; ; ; ; ; ; ; ;1; ;2;4;5;0;2;0;0;2;7;1;3;0;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;0;258;273;138;249;272;01/07/2021;2;3;99;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;4;5;0;2;0;0;2;7;1;3;0;11; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;0;255;239;292;251;20;05/02/2021;1;99;2;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ;2;4;5;0;2;0;0;2;7;1;3;0;11;1; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1;1; ; ;1;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;0;258;274;138;249;272;05/08/2021;2;3;99;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;4;5;0;2;0;0;2;7;1;3;0;11; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;0;255;239;138;248;20;30/06/2021;3;2;99;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;4;5;0;2;0;0;2;7;1;3;0;11; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1; ;1;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;1;255;238;292;254;20;11/09/2017;99;1;2;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;4;1;3; ;1; ; ; ; ; ; ; ; ;1; ;2;4;5;0;2;0;0;2;7;1;3;0;11; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ;1;1; ; ;1;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32015096780;320150;0;253;239;139;252;20;07/03/2019; ; ; ;3201506;32;3;Colatina;199711;111788;98395;13393;Grande;1416,804; ;31.08.2022;8/31/2022;5;0;2;1; ; ; ; ; ; ; ; ;1; ; ;2;4;5;0;2;0;0;2;7;1;3;0;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;1; ;1;1;2;5; ;1; ;2;1; ;6;11
32024098145;320240;1;252;239;292;248;20;02/01/2017; ; ; ;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;4;0;3;1; ; ; ; ; ; ; ; ; ;1; ;2;5;7;1;4;0;0;1;3;0;5;6;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;257;273;138;249;20;20/07/2021;2;3;99;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;5;7;1;4;0;0;1;3;0;5;6;14; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;1;255;238;138;254;20;10/02/2020;2;99;3;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;5;7;1;4;0;0;1;3;0;5;6;14; ;1; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;257;273;266;249;20;27/04/2022;3;2;99;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;5;7;1;4;0;0;1;3;0;5;6;14; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;257;274;266;249;20;22/09/2022;2;3;99;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;5;7;1;4;0;0;1;3;0;5;6;14; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;257;275;266;248;20;08/11/2021;2;3;99;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;2;5;7;1;4;0;0;1;3;0;5;6;14; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;257;237;292;249;20;18/04/2022;3;2;99;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ;2;5;7;1;4;0;0;1;3;0;5;6;14; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;255;239;266;254;20;07/06/2022;99;2;3;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;5;7;1;4;0;0;1;3;0;5;6;14; ; ; ; ;1; ;1; ; ; ; ; ;1; ; ; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;257;273;292;21;20;02/07/2021;1;2;3;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;2;5;7;1;4;0;0;1;3;0;5;6;14;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;1; ; ;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;1;255;239;138;252;20;18/05/2022;2;99;3;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;5;7;1;4;0;0;1;3;0;5;6;14; ;1; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;255;238;292;254;20;10/03/2022;2;99;3;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;3;1;3; ;1; ; ; ; ; ; ; ; ;1; ;2;5;7;1;4;0;0;1;3;0;5;6;14; ;1; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;256;239;266;248;20;18/01/2021;3;2;99;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;5;7;1;4;0;0;1;3;0;5;6;14; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;1;253;239;292;251;20;15/01/2021; ; ; ;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;5;0;3;1; ; ; ; ; ; ; ; ; ;1; ;2;5;7;1;4;0;0;1;3;0;5;6;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32024098145;320240;0;260;273;266;249;20;14/06/2021;2;3;99;3202405;32;3;Guarapari;185114;105286;100528;4758;Grande;591,815; ;31.08.2022;8/31/2022;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;5;7;1;4;0;0;1;3;0;5;6;14; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;1;7;3; ;1; ;5;4; ;3; ; ;5; ;7;14
32050097330;320500;0;255;238;264;248;20;07/10/2019;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;256;238;264;248;263;26/05/2020;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;252;239;139;252;20;04/03/2022; ; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;4;0;2;1; ; ; ; ; ; ; ; ;1; ; ;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;253;239;264;254;20;08/11/2017; ; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;255;238;139;254;20;12/01/2021;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;1;2; ;1; ; ; ; ; ; ; ;1; ; ;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;257;235;139;251;20;03/03/2021;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;3;2;2; ; ;1; ; ; ; ; ; ;1; ; ;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;257;274;264;249;20;22/08/2022;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;258;273;139;249;18;06/06/2022;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;3;2;2; ; ;1; ;1; ; ; ; ;1; ; ;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;255;238;264;254;20;04/07/2019;3; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;257;273;139;249;18;03/01/2021;3; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;2;2; ; ;1; ;1; ; ; ; ;1; ; ;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;252;239;264;252;20;21/07/2022; ; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;255;238;264;248;20;13/11/2018;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;255;239;264;254;20;22/07/2022;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;257;274;264;249;20;11/01/2022;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;257;273;264;248;20;01/02/2019;3; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;258;273;139;249;18;24/05/2022;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;2;2; ; ;1; ;1; ; ; ; ;1; ; ;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;256;238;264;248;263;04/06/2018;1; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;257;273;264;249;18;25/01/2016;3; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;257;273;264;248;20;22/05/2019;3; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;255;239;264;248;20;10/05/2022;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;258;237;139;254;20;21/03/2022;2; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;2;2; ; ;1; ; ; ; ; ; ;1; ; ;5;19;19;0;8;0;0;6;0;17;0;26;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;1;256;238;264;248;20;16/05/2022;3; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
32050097330;320500;0;257;273;264;248;20;13/07/2022;3; ; ;3205002;32;3;Serra;1565393;409267;406450;2817;Grande;547,637; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;5;19;19;0;8;0;0;6;0;17;0;26;43; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;24;12; ; ; ; ; ; ; ; ; ; ; ; ;43
