NU_IDENTIFICADOR;IBGE;q44_3;q44_9;q44_10;q44_11;q44_12;q44_13;q44_14;q44_15_1;q44_15_2;q44_15_3;IBGE7;UF;Regiao;Município;Pop_Total2010_MICRO;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d44_9;d44_11;d44_9bin1;d44_9bin2;d44_9bin3;d44_10bin1;d44_10bin2;d44_10bin3;d44_10bin4;d44_10bin5;d44_11bin1;d44_11bin2;d44_11bin3;d44_11bin4;d44_9bin1_sum;d44_9bin2_sum;d44_9bin3_sum;d44_10bin1_sum;d44_10bin2_sum;d44_10bin3_sum;d44_10bin4_sum;d44_10bin5_sum;d44_11bin1_sum;d44_11bin2_sum;d44_11bin3_sum;d44_11bin4_sum;nu_trabalhadores;d44_15_1_1bin_Gestão;d44_15_1_1bin_PopRua;d44_15_1_1bin_Abordagem;d44_15_1_1bin_Cadastramento;d44_15_1_1bin_Outros;d44_15_2_1bin_Gestão;d44_15_2_1bin_PopRua;d44_15_2_1bin_Abordagem;d44_15_2_1bin_Cadastramento;d44_15_2_1bin_Outros;d44_15_3_1bin_Gestão;d44_15_3_1bin_PopRua;d44_15_3_1bin_Abordagem;d44_15_3_1bin_Cadastramento;d44_15_3_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d44_15_1_1bin_Gestão_sum;d44_15_1_1bin_PopRua_sum;d44_15_1_1bin_Abordagem_sum;d44_15_1_1bin_Cadastramento_sum;d44_15_1_1bin_Outros_sum;d44_15_2_1bin_Gestão_sum;d44_15_2_1bin_PopRua_sum;d44_15_2_1bin_Abordagem_sum;d44_15_2_1bin_Cadastramento_sum;d44_15_2_1bin_Outros_sum;d44_15_3_1bin_Gestão_sum;d44_15_3_1bin_PopRua_sum;d44_15_3_1bin_Abordagem_sum;d44_15_3_1bin_Cadastramento_sum;d44_15_3_1bin_Outros_sum;N_BREAK
31699097870;316990;1;255;239;293;254;263;18/02/2021;2;3;99;3169901;31;3;Ubá;269650;101519;97636;3883;Grande;407,452; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;3;3;0;1;0;0;1;1;0;1;6;8; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;1;2;2;1; ;1;1;3; ;1;2; ; ; ;4;8
31699097870;316990;1;255;238;292;251;20;01/05/2022;1;3;99;3169901;31;3;Ubá;269650;101519;97636;3883;Grande;407,452; ;31.08.2022;8/31/2022;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;2;3;3;0;1;0;0;1;1;0;1;6;8;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ;1; ;1;1;2;2;1; ;1;1;3; ;1;2; ; ; ;4;8
31699097870;316990;0;254;239;293;252;263;04/02/2021; ; ; ;3169901;31;3;Ubá;269650;101519;97636;3883;Grande;407,452; ;31.08.2022;8/31/2022;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;3;3;0;1;0;0;1;1;0;1;6;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1; ;1;1;3; ;1;2; ; ; ;4;8
31699097870;316990;0;258;274;138;249;18;09/09/2021;2;3;1;3169901;31;3;Ubá;269650;101519;97636;3883;Grande;407,452; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;3;3;0;1;0;0;1;1;0;1;6;8; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ;1;1;1; ; ;1;2;2;1; ;1;1;3; ;1;2; ; ; ;4;8
31699097870;316990;0;257;235;142;248;20;01/05/2022;4;99;1;3169901;31;3;Ubá;269650;101519;97636;3883;Grande;407,452; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;3;3;0;1;0;0;1;1;0;1;6;8; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;1;1;2;2;1; ;1;1;3; ;1;2; ; ; ;4;8
31699097870;316990;0;258;273;293;254;20;13/09/2018;3;2;99;3169901;31;3;Ubá;269650;101519;97636;3883;Grande;407,452; ;31.08.2022;8/31/2022;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;3;3;0;1;0;0;1;1;0;1;6;8; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1; ;1;1;2;2;1; ;1;1;3; ;1;2; ; ; ;4;8
31699097870;316990;1;253;239;293;252;263;22/03/2021; ; ; ;3169901;31;3;Ubá;269650;101519;97636;3883;Grande;407,452; ;31.08.2022;8/31/2022;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;3;3;0;1;0;0;1;1;0;1;6;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1; ;1;1;3; ;1;2; ; ; ;4;8
31699097870;316990;0;255;238;293;254;18;19/05/2014;3;1;99;3169901;31;3;Ubá;269650;101519;97636;3883;Grande;407,452; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;3;3;0;1;0;0;1;1;0;1;6;8; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1;1; ;1; ;1;1;2;2;1; ;1;1;3; ;1;2; ; ; ;4;8
31701096384;317010;0;257;274;292;21;263;13/01/2021;1;2;3;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;3;2;3; ; ;1; ; ; ; ;1; ; ;1; ;4;3;5;0;3;0;0;1;11;0;1;0;12;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;1; ; ;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;0;253;238;138;252;18;17/08/2016; ; ; ;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;2;0;1;1; ; ; ; ; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;1;255;239;138;252;18;01/10/2018;1;99; ;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;0;258;273;138;254;18;30/05/2017;2;3;4;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12; ;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;1; ;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;0;257;273;138;249;18;12/04/2022;2;3;4;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12; ;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;1; ;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;1;253;239;138;252;272;09/07/2015; ; ; ;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;0;258;237;138;249;18;15/03/2018;1;99; ;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;0;256;238;138;251;18;20/11/2014;1;99; ;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;0;254;239;138;252;18;01/11/2018; ; ; ;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;3;0;1;1; ; ; ; ; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;1;258;273;138;249;18;29/03/0022;3;2;4;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12; ; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ;1;1;1; ;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;1;255;239;138;252;18;30/09/2019;99;1; ;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31701096384;317010;1;253;238;138;254;18;09/05/2017; ; ; ;3170107;31;3;Uberaba;346024;295988;289376;6612;Grande;4523,957; ;31.08.2022;8/31/2022;3;0;1;1; ; ; ; ; ; ; ;1; ; ; ;4;3;5;0;3;0;0;1;11;0;1;0;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1; ;1;1;2;2; ;3; ; ;1;3; ;12
31702097728;317020;0;255;238;292;254;20;24/01/2022;2;1; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;5;7;0;6;0;0;0;2;0;8;3;13; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;1;255;238;292;251;20;18/04/2022;3;2; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;5;7;0;6;0;0;0;2;0;8;3;13; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;0;257;273;292;251;18;01/06/2020;2;1; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;5;7;0;6;0;0;0;2;0;8;3;13; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;0;257;273;292;251;20;10/12/2021;2;1; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;5;7;0;6;0;0;0;2;0;8;3;13; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;0;257;273;138;249;18;09/01/2017;2;3; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;5;7;0;6;0;0;0;2;0;8;3;13; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;1;257;237;293;251;20;01/05/2021;2;1; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;5;7;0;6;0;0;0;2;0;8;3;13; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;1;253;239;292;254;20;03/10/2022; ; ; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;2;0;3;1; ; ; ; ; ; ; ; ; ;1; ;1;5;7;0;6;0;0;0;2;0;8;3;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;1;255;238;292;254;20;03/08/2020;3;2; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;5;7;0;6;0;0;0;2;0;8;3;13; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;0;257;273;138;249;18;02/05/2022;2;3; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;5;7;0;6;0;0;0;2;0;8;3;13; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;1;255;238;293;254;20;30/09/2020;99; ; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;5;7;0;6;0;0;0;2;0;8;3;13; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;0;258;273;292;21;20;09/01/2017;1; ; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;5;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;5;7;0;6;0;0;0;2;0;8;3;13;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;0;257;273;292;249;20;09/11/2021;2;3; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;4;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;5;7;0;6;0;0;0;2;0;8;3;13; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31702097728;317020;0;255;238;293;254;20;09/03/2022;99; ; ;3170206;31;3;Uberlândia;820245;604013;587266;16747;Grande;4115,206; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;5;7;0;6;0;0;0;2;0;8;3;13; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;7;2; ;2;4;2;3; ; ; ; ; ; ; ;13
31707097958;317070;1;257;274;264;248;20;25/05/2020;2; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;4;5;0;1;0;1;3;5;0;0;5;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31707097958;317070;0;258;273;264;21;20;30/06/2015;99; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;4;5;0;1;0;1;3;5;0;0;5;10; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31707097958;317070;1;257;274;264;248;20;19/04/2018;3; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;4;5;0;1;0;1;3;5;0;0;5;10; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31707097958;317070;1;255;238;138;254;20;04/03/2020;99; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;4;5;0;1;0;1;3;5;0;0;5;10; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31707097958;317070;1;257;232;264;248;20;01/06/2021;3; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;1;2;4; ; ;1; ; ; ;1; ; ; ; ;1;1;4;5;0;1;0;1;3;5;0;0;5;10; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31707097958;317070;0;258;274;138;249;20;07/06/2021;2; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;4;5;0;1;0;1;3;5;0;0;5;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31707097958;317070;1;255;239;138;254;20;01/06/2017;99; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;5;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;4;5;0;1;0;1;3;5;0;0;5;10; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31707097958;317070;1;253;239;138;252;20;18/02/2014; ; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;1;4;5;0;1;0;1;3;5;0;0;5;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31707097958;317070;0;255;238;264;251;20;04/08/2020;1; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;4;5;0;1;0;1;3;5;0;0;5;10;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31707097958;317070;0;255;239;138;252;263;01/04/2016;99; ; ;3170701;31;3;Varginha;441060;123081;119061;4020;Grande;395,396; ;31.08.2022;8/31/2022;5;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;4;5;0;1;0;1;3;5;0;0;5;10; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2; ;4; ; ; ; ; ; ; ; ; ; ;10
31712098162;317120;0;252;239;139;252;20;08/04/2021; ; ; ;3171204;31;3;Vespasiano;4772562;104527;104527;0;Grande;71,08; ;31.08.2022;8/31/2022;3;0;2;1; ; ; ; ; ; ; ; ;1; ; ;1;0;3;0;3;0;0;0;0;4;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ;1;2; ; ; ;1;1; ;1;4
31712098162;317120;0;257;273;139;21;20;24/06/2020;1;2;3;3171204;31;3;Vespasiano;4772562;104527;104527;0;Grande;71,08; ;31.08.2022;8/31/2022;3;2;2; ; ;1; ;1; ; ; ; ;1; ; ;1;0;3;0;3;0;0;0;0;4;0;0;4;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;1; ; ;2;1; ; ; ; ;1;2; ; ; ;1;1; ;1;4
31712098162;317120;0;257;273;139;249;18;01/07/2022;2;3;99;3171204;31;3;Vespasiano;4772562;104527;104527;0;Grande;71,08; ;31.08.2022;8/31/2022;2;2;2; ; ;1; ;1; ; ; ; ;1; ; ;1;0;3;0;3;0;0;0;0;4;0;0;4; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;2;1; ; ; ; ;1;2; ; ; ;1;1; ;1;4
31712098162;317120;0;257;273;139;249;18;01/07/2022;1;3;2;3171204;31;3;Vespasiano;4772562;104527;104527;0;Grande;71,08; ;31.08.2022;8/31/2022;3;2;2; ; ;1; ;1; ; ; ; ;1; ; ;1;0;3;0;3;0;0;0;0;4;0;0;4;1; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1;1;1; ; ;2;1; ; ; ; ;1;2; ; ; ;1;1; ;1;4
32012098154;320120;0;253;239;266;252;20;05/07/2022; ; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;257;275;266;249;20;01/12/2021;3; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;255;239;266;252;20;01/06/2021;99; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;1;255;239;266;254;20;07/10/2022;99; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;1;252;239;266;254;20;03/09/2021; ; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;1;255;239;266;252;20;02/04/2022;99; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;257;273;266;249;18;17/01/2022;2; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;253;239;266;252;20;21/06/2021; ; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;1;254;239;266;254;20;01/04/2022; ; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;252;239;266;252;20;08/03/2022; ; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;257;275;266;21;20;14/10/2019;1; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;1;255;239;266;254;20;03/11/2021;99; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;255;238;266;251;18;25/06/2021;3; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;9;7;3;2;0;0;2;1;0;0;21;22; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
32012098154;320120;0;257;275;138;249;20;04/04/2022;2; ; ;3201209;32;3;Cachoeiro d;332189;189889;173589;16300;Grande;864,583; ;31.08.2022;8/31/2022;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;6;9;7;3;2;0;0;2;1;0;0;21;22; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6;3; ;5; ; ; ; ; ; ; ; ; ; ;22
