IBGE;q51_3;q51_9;q51_10;q51_11;q51_12;q51_13;q51_14;q51_15;q51_16;q51_17;UF;Regiao;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d_51_9;d_51_9bin1;d_51_9bin2;d_51_9bin3;d_51_10;d_51_10bin1;d_51_10bin2;d_51_10bin3;d_51_10bin4;d_51_10bin5;d_51_11;d_51_11bin1;d_51_11bin2;d_51_11bin3;d_51_11bin4;d_51_9bin1_sum;d_51_9bin2_sum;d_51_9bin3_sum;d_51_10bin1_sum;d_51_10bin2_sum;d_51_10bin3_sum;d_51_10bin4_sum;d_51_10bin5_sum;d_51_11bin1_sum;d_51_11bin2_sum;d_51_11bin3_sum;d_51_11bin4_sum;nu_trabalhador;d_51_15_1bin_Gestão;d_51_15_1bin_Gestão_do_SUAS;d_51_15_1bin_Vigilância_Socioassistencial;d_51_15_1bin_Gestão_do_Trabalho;d_51_15_1bin_Regulação_do_SUAS;d_51_15_1bin_Gestão_Financeira_Orçamentária;d_51_15_1bin_PSB;d_51_15_1bin_PSE_Média_Complexidade;d_51_15_1bin_PSE_Alta_Complexidade;d_51_15_1bin_Gestão_CadÚnico;d_51_15_1bin_PBF;d_51_15_1bin_Gestão_Benefícios_Assistenciais;d_51_15_1bin_PCF;d_51_15_1bin_Outros;d_51_16_2bin_Gestão;d_51_16_2bin_Gestão_do_SUAS;d_51_16_2bin_Vigilância_Socioassistencial;d_51_16_2bin_Gestão_do_Trabalho;d_51_16_2bin_Regulação_do_SUAS;d_51_16_2bin_Gestão_Financeira_Orçamentária;d_51_16_2bin_PSB;d_51_16_2bin_PSE_Média_Complexidade;d_51_16_2bin_PSE_Alta_Complexidade;d_51_16_2bin_Gestão_CadÚnico;d_51_16_2bin_PBF;d_51_16_2bin_Gestão_Benefícios_Assistenciais;d_51_15_2bin_PCF;d_51_16_2bin_Outros;d_51_17_3bin_Gestão;d_51_17_3bin_Gestão_do_SUAS;d_51_17_3bin_Vigilância_Socioassistencial;d_51_17_3bin_Gestão_do_Trabalho;d_51_17_3bin_Regulação_do_SUAS;d_51_17_3bin_Gestão_Financeira_Orçamentária;d_51_17_3bin_PSB;d_51_17_3bin_PSE_Média_Complexidade;d_51_17_3bin_PSE_Alta_Complexidade;d_51_17_3bin_Gestão_CadÚnico;d_51_17_3bin_PBF;d_51_17_3bin_Gestão_Benefícios_Assistenciais;d_51_17_3bin_PCF;d_51_17_3bin_Outros;d_51_Gestão;d_51_Gestão_do_SUAS;d_51_Vigilância_Socioassistencial;d_51_Gestão_do_Trabalho;d_51_Regulação_do_SUAS;d_51_Gestão_Financeira_Orçamentária;d_51_PSB;d_51_PSE_Média_Complexidade;d_51_PSE_Alta_Complexidade;d_51_Gestão_CadÚnico;d_51_PBF;d_51_Gestão_Benefícios_Assistenciais;d_51_PCF;d_51_Outros;d_51_15_1bin_Gestão_sum;d_51_15_1bin_Gestão_do_SUAS_sum;d_51_15_1bin_Vigilância_Socioassistencial_sum;d_51_15_1bin_Gestão_do_Trabalho_sum;d_51_15_1bin_Regulação_do_SUAS_sum;d_51_15_1bin_Gestão_Financeira_Orçamentária_sum;d_51_15_1bin_PSB_sum;d_51_15_1bin_PSE_Média_Complexidade_sum;d_51_15_1bin_PSE_Alta_Complexidade_sum;d_51_15_1bin_Gestão_CadÚnico_sum;d_51_15_1bin_PBF_sum;d_51_15_1bin_Gestão_Benefícios_Assistenciais_sum;d_51_15_1bin_PCF_sum;d_51_15_1bin_Outros_sum;d_51_16_2bin_Gestão_sum;d_51_16_2bin_Gestão_do_SUAS_sum;d_51_16_2bin_Vigilância_Socioassistencial_sum;d_51_16_2bin_Gestão_do_Trabalho_sum;d_51_16_2bin_Regulação_do_SUAS_sum;d_51_16_2bin_Gestão_Financeira_Orçamentária_sum;d_51_16_2bin_PSB_sum;d_51_16_2bin_PSE_Média_Complexidade_sum;d_51_16_2bin_PSE_Alta_Complexidade_sum;d_51_16_2bin_Gestão_CadÚnico_sum;d_51_16_2bin_PBF_sum;d_51_16_2bin_Gestão_Benefícios_Assistenciais_sum;d_51_15_2bin_PCF_sum;d_51_16_2bin_Outros_sum;d_51_17_3bin_Gestão_sum;d_51_17_3bin_Gestão_do_SUAS_sum;d_51_17_3bin_Vigilância_Socioassistencial_sum;d_51_17_3bin_Gestão_do_Trabalho_sum;d_51_17_3bin_Regulação_do_SUAS_sum;d_51_17_3bin_Gestão_Financeira_Orçamentária_sum;d_51_17_3bin_PSB_sum;d_51_17_3bin_PSE_Média_Complexidade_sum;d_51_17_3bin_PSE_Alta_Complexidade_sum;d_51_17_3bin_Gestão_CadÚnico_sum;d_51_17_3bin_PBF_sum;d_51_17_3bin_Gestão_Benefícios_Assistenciais_sum;d_51_17_3bin_PCF_sum;d_51_17_3bin_Outros_sum;d_51_Gestão_sum;d_51_Gestão_do_SUAS_sum;d_51_Vigilância_Socioassistencial_sum;d_51_Gestão_do_Trabalho_sum;d_51_Regulação_do_SUAS_sum;d_51_Gestão_Financeira_Orçamentária_sum;d_51_PSB_sum;d_51_PSE_Média_Complexidade_sum;d_51_PSE_Alta_Complexidade_sum;d_51_Gestão_CadÚnico_sum;d_51_PBF_sum;d_51_Gestão_Benefícios_Assistenciais_sum;d_51_PCF_sum;d_51_Outros_sum;N_BREAK
50;0;257;273;138;218;18; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;256;238;138;219;20; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;274;138;218;272;23/08/2020; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;273;138;218;18; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;273;138;218;272;02/11/2018; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;237;138;218;20; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;1;257;237;138;216;18; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;273;138;218;18; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;275;138;216;18; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;255;238;138;216;18; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;273;292;21;20;01/08/2019; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;1;253;239;138;222;20;20/12/2005; ; ; ;50;5; ;31.08.2022;8/31/2022;4;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;238;138;216;20; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;6; ; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;237;292;218;20;02/02/2015; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;273;138;216;18; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;275;142;218;18; ; ; ; ;50;5; ;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;235;292;216;20;08/09/2021; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;273;138;218;20; ; ; ; ;50;5; ;31.08.2022;8/31/2022;6;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;255;238;138;219;20; ; ; ; ;50;5; ;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;1;258;275;138;218;20;15/08/2022; ; ; ;50;5; ;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
50;0;257;237;138;218;18; ; ; ; ;50;5; ;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;2;23;81;19;30; ; ;11;73; ;28;5;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106
51;0;258;273;138;218;18;10/08/2011; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;273;138;218;20;18/11/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;1;257;274;138;218;20;18/12/2014; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;256;238;292;21;20;24/10/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;273;138;218;20;27/11/2020; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;274;138;218;20;02/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;237;138;219;20;13/03/2017; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;274;138;218;20;02/02/2014; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;237;292;218;20;15/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;274;292;218;20;15/03/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;273;138;218;20;01/10/2014; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;260;273;138;218;20;16/04/2013; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;281;292;218;20;31/03/2015; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
