IBGE;NU_IDENTIFICADOR;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2021;d_30_2_Faixas_etarias;d37_9;d37_11;d37_9bin1;d37_9bin2;d37_9bin3;d37_10bin1;d37_10bin2;d37_10bin3;d37_10bin4;d37_10bin5;d37_11bin1;d37_11bin2;d37_11bin3;d37_11bin4;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras
320130;3201303306006;0;257;237;291;388;03/10/2013;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320130;3201303306006;1;257;237;291;388;11/12/2017;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320130;3201303306006;0;255;238;291;388;26/06/2019;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320130;3201303306006;0;255;238;291;388;01/08/2017;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320130;3201303306006;0;255;238;291;388;06/08/2019;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320130;3201303306006;0;255;239;291;388;11/12/2017;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320130;3201303306006;0;255;238;291;388;09/08/2019;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320130;3201303306006;0;256;239;291;388;11/12/2017;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320130;3201303306006;0;255;238;291;388;11/12/2017;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320130;3201303306006;0;255;238;291;388;05/11/2018;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;9;2; ; ; ; ; ; ; ; ;12;12
320140;3201403306913;1;253;239;291;388;27/08/2021;3201407;32;3;Castelo;34747;21817;12930;Pequeno II;664,062; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ;1;1; ; ; ; ; ; ; ;2;2
320140;3201403306913;0;257;275;291;388;29/08/2018;3201407;32;3;Castelo;34747;21817;12930;Pequeno II;664,062; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1; ;1;1; ; ; ; ; ; ; ;2;2
320240;3202403309022;1;255;239;291;388;07/10/2020;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;3;2; ; ; ;1; ; ; ; ;5;5
320240;3202403309022;0;256;239;291;388;02/01/2021;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;3;2; ; ; ;1; ; ; ; ;5;5
320240;3202403309022;0;258;232;291;388;05/10/2020;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ;1; ; ; ; ;1; ;3;2; ; ; ;1; ; ; ; ;5;5
320240;3202403309022;0;257;237;291;388;02/01/2021;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1; ;3;2; ; ; ;1; ; ; ; ;5;5
320240;3202403309022;0;255;238;265;388;02/01/2021;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;3;2; ; ; ;1; ; ; ; ;5;5
320405;3204053310094;0;257;237;291;388;05/02/2019;3204054;32;3;Pedro Canário;23794;22053;1741;Pequeno II;433,88; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1;1
320530;3205303302915;0;252;239;291;388;21/08/2008;3205309;32;3;Vitória;327801;327801;0;Grande;96,536; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2;2
320530;3205303302915;0;254;238;291;388;03/04/2018;3205309;32;3;Vitória;327801;327801;0;Grande;96,536; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2;2
330070;3300703307905;0;255;238;265;388;02/01/2021;3300704;33;3;Cabo Frio;186227;140486;45741;Grande;413,645; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ;2;2
330070;3300703307905;1;252;239;265;388;01/01/2021;3300704;33;3;Cabo Frio;186227;140486;45741;Grande;413,645; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ;2;2
330185;3301853307469;0;256;239;291;388;07/07/2017;3301850;33;3;Guapimirim;51483;49746;1737;Médio;358,352; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1
330200;3302003307539;0;255;239;291;388;10/08/2018;3302007;33;3;Itaguaí;109091;104209;4882;Grande;273,368; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1
330310;3303103303080;0;255;238;291;388;21/08/2017;3303104;33;3;Natividade;15082;12046;3036;Pequeno I;387,073; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;1;1;1; ; ; ; ; ; ; ;3;3
330310;3303103303080;0;257;275;291;388;21/08/2017;3303104;33;3;Natividade;15082;12046;3036;Pequeno I;387,073; ;2;31.08.2021;8/31/2021;5;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1;1;1;1; ; ; ; ; ; ; ;3;3
330310;3303103303080;0;252;239;291;388;21/08/2017;3303104;33;3;Natividade;15082;12046;3036;Pequeno I;387,073; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1; ; ; ; ; ; ; ;3;3
330330;3303303306173;0;252;239;291;388;14/06/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2; ; ; ; ; ; ; ;5;5
330330;3303303306173;0;257;275;291;388;21/07/2020;3303302;33;3;Niterói;487562;487562;0;Grande;134,074; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1;2;2;2; ; ; ; ; ; ; ;5;5
330330;3303303306173;0;257;275;291;388;10/09/2020;3303302;33;3;Niterói;487562;487562;0;Grande;134,074; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1;2;2;2; ; ; ; ; ; ; ;5;5
330330;3303303306173;0;255;239;291;388;24/10/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2;2;2; ; ; ; ; ; ; ;5;5
330330;3303303306173;0;255;239;291;388;29/11/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2;2;2; ; ; ; ; ; ; ;5;5
330350;3303503310456;0;255;238;142;388;11/12/2019;3303500;33;3;Nova Iguaçu;796257;787563;8694;Grande;520,807; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;5; ; ; ; ; ; ;2; ; ;3;5
330350;3303503310456;0;255;238;291;388;25/10/2021;3303500;33;3;Nova Iguaçu;796257;787563;8694;Grande;520,807; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;5; ; ; ; ; ; ;2; ; ;3;5
330350;3303503310456;0;255;238;138;388;22/07/2021;3303500;33;3;Nova Iguaçu;796257;787563;8694;Grande;520,807; ;2;31.08.2021;8/31/2021;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;5; ; ; ; ; ; ;2; ; ;3;5
330350;3303503310456;1;255;238;142;388;29/04/2021;3303500;33;3;Nova Iguaçu;796257;787563;8694;Grande;520,807; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;5; ; ; ; ; ; ;2; ; ;3;5
330390;3303903306661;0;252;239;291;388;11/08/2021;3303906;33;3;Petrópolis;295917;281286;14631;Grande;791,144; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;2;3;2; ; ; ; ; ; ; ;6;6
330390;3303903306661;0;257;237;291;388;06/01/2017;3303906;33;3;Petrópolis;295917;281286;14631;Grande;791,144; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;2;3;2; ; ; ; ; ; ; ;6;6
330390;3303903306661;0;255;239;291;388;17/07/2020;3303906;33;3;Petrópolis;295917;281286;14631;Grande;791,144; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2;3;2; ; ; ; ; ; ; ;6;6
330390;3303903306661;0;258;275;291;388;04/05/2021;3303906;33;3;Petrópolis;295917;281286;14631;Grande;791,144; ;2;31.08.2021;8/31/2021;5;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1;2;3;2; ; ; ; ; ; ; ;6;6
330390;3303903306661;0;257;275;291;388;26/10/2020;3303906;33;3;Petrópolis;295917;281286;14631;Grande;791,144; ;2;31.08.2021;8/31/2021;5;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1;2;3;2; ; ; ; ; ; ; ;6;6
330390;3303903306661;0;255;239;291;388;08/07/2020;3303906;33;3;Petrópolis;295917;281286;14631;Grande;791,144; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2;3;2; ; ; ; ; ; ; ;6;6
330420;3304203307011;0;255;239;291;388;23/10/2019;3304201;33;3;Resende;119769;112331;7438;Grande;1099,336; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;4;1;1; ; ; ; ; ; ; ;5;5
330420;3304203307011;0;257;235;142;388;14/12/2020;3304201;33;3;Resende;119769;112331;7438;Grande;1099,336; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1; ;4;1;1; ; ; ; ; ; ; ;5;5
330420;3304203307011;1;255;238;291;388;19/05/2018;3304201;33;3;Resende;119769;112331;7438;Grande;1099,336; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;4;1;1; ; ; ; ; ; ; ;5;5
330420;3304203307011;0;256;275;291;388;24/07/2017;3304201;33;3;Resende;119769;112331;7438;Grande;1099,336; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ;1; ; ; ; ; ; ; ;1; ;4;1;1; ; ; ; ; ; ; ;5;5
330420;3304203307011;0;255;238;291;388;06/06/2019;3304201;33;3;Resende;119769;112331;7438;Grande;1099,336; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;4;1;1; ; ; ; ; ; ; ;5;5
330455;3304553306135;0;253;239;265;388;13/09/2013;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;3; ; ; ; ; ; ; ; ; ;5;5
330455;3304553306135;0;253;239;265;388;07/01/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;3; ; ; ; ; ; ; ; ; ;5;5
330455;3304553306135;0;255;239;265;388;04/03/2021;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;3; ; ; ; ; ; ; ; ; ;5;5
330455;3304553306135;0;255;239;265;388;03/11/2008;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;3; ; ; ; ; ; ; ; ; ;5;5
330455;3304553306135;0;255;239;265;388;26/06/2017;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;3; ; ; ; ; ; ; ; ; ;5;5
330455;3304553306143;0;255;239;265;388;01/08/2010;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ; ; ; ; ;8;8
330455;3304553306143;0;257;237;265;388;15/09/2021;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ; ; ; ; ;8;8
330455;3304553306143;0;253;239;265;388;06/09/2017;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ; ; ; ; ;8;8
330455;3304553306143;0;257;237;265;388;27/10/2021;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ; ; ; ; ;8;8
330455;3304553306143;0;257;276;265;388;15/09/2021;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ; ; ; ; ;8;8
330455;3304553306143;0;257;275;265;388;24/01/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;5;2;4; ; ;1;1; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ; ; ; ; ;8;8
330455;3304553306143;0;253;239;265;388;01/11/2006;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ; ; ; ; ;8;8
330455;3304553306143;0;255;239;265;388;05/09/2017;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ; ; ; ; ;8;8
330455;3304553306150;0;255;239;291;388;21/05/2015;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;1;1; ;1; ; ; ; ; ; ;5;5
330455;3304553306150;0;253;239;265;388;14/09/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;1;1; ;1; ; ; ; ; ; ;5;5
330455;3304553306150;0;254;239;291;388;17/08/2017;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;1;1; ;1; ; ; ; ; ; ;5;5
330455;3304553306150;0;257;273;265;388;08/06/2021;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;1;1; ;1; ; ; ; ; ; ;5;5
330455;3304553306150;0;253;239;265;388;10/11/2021;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;1;1; ;1; ; ; ; ; ; ;5;5
330455;3304553306192;0;255;239;291;388;09/08/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;3;2;1;1; ; ; ; ; ; ;7;7
330455;3304553306192;0;257;273;291;388;10/08/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;3;2;1;1; ; ; ; ; ; ;7;7
330455;3304553306192;0;255;239;291;388;07/05/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;3;2;1;1; ; ; ; ; ; ;7;7
330455;3304553306192;0;257;275;291;388;29/04/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;2;3;2;1;1; ; ; ; ; ; ;7;7
330455;3304553306192;0;253;239;291;388;11/08/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;3;2;1;1; ; ; ; ; ; ;7;7
330455;3304553306192;0;253;239;291;388;24/04/2011;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;3;2;1;1; ; ; ; ; ; ;7;7
330455;3304553306192;0;255;239;291;388;14/03/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;3;2;1;1; ; ; ; ; ; ;7;7
330455;3304553306226;0;255;239;291;388;12/02/2012;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;239;291;388;21/09/2011;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021; ;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;239;291;388;22/12/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;239;291;388;12/06/2013;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;239;291;388;15/06/2021;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;239;291;388;06/05/2014;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;238;291;388;29/08/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;239;291;388;12/12/2013;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;238;291;388;16/04/2014;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;239;291;388;12/03/2008;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306226;0;255;238;291;388;10/06/2015;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;11; ; ; ; ; ; ; ; ; ;11;11
330455;3304553306251;0;252;239;291;388;06/08/2008;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;265;388;04/11/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;23/03/2006;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;257;275;291;388;02/06/2015;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;14/07/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;09/07/2010;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;22/10/2018;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;13/08/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;256;239;291;388;08/08/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;03/06/2013;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;04/12/2012;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;19/09/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;253;239;265;388;17/09/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;13/05/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;256;237;291;388;21/07/2014;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;253;239;291;388;02/07/2015;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
330455;3304553306251;0;255;239;291;388;17/04/2013;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;15;2;2; ; ; ; ; ; ; ;21;21
