NU_IDENTIFICADOR;IBGE;IBGE7;Regiao;UF;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;Q_completo;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;q33_15_3;q33_5_velha;q33_14_velha;DataCenso;DataCenso_2019;q33_2_rec;Idade;Faixas_etarias;d_33_9;d_33_11;d_33_9bin1;d_33_9bin2;d_33_9bin3;d_33_10bin1;d_33_10bin2;d_33_10bin3;d_33_10bin4;d_33_10bin5;d_33_11bin1;d_33_11bin2;d_33_11bin3;d_33_11bin4;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum;nu_trabalhadores
41255095964;412550;4125506;4;41;São José Dos Pinhais;São José dos Pinhais;945,72;264210;236895;27315;4;0;2;255;238;138;254;20;02/09/2019;99; ; ;36095253;02/09/2019;31.08.2019;8/31/2019;7/9/1963;56;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;6;12;1;3;0;0;2;18;0;0;2;20
41255095964;412550;4125506;4;41;São José Dos Pinhais;São José dos Pinhais;945,72;264210;236895;27315;4;0;1;255;238;138;254;20;09/05/2018;99; ; ;63146781;09/05/2018;31.08.2019;8/31/2019;4/2/1973;46;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;6;12;1;3;0;0;2;18;0;0;2;20
41255095964;412550;4125506;4;41;São José Dos Pinhais;São José dos Pinhais;945,72;264210;236895;27315;4;0;1;258;273;138;21;272;15/03/2018;1;99; ;35592750;15/03/2018;31.08.2019;8/31/2019;3/6/1963;56;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;6;12;1;3;0;0;2;18;0;0;2;20
41255095964;412550;4125506;4;41;São José Dos Pinhais;São José dos Pinhais;945,72;264210;236895;27315;4;0;2;257;274;138;249;272;26/09/2017;2; ; ;84276308;26/09/2017;31.08.2019;8/31/2019;12/16/1983;35;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;6;12;1;3;0;0;2;18;0;0;2;20
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;1;257;273;138;249;18;06/02/2012;2;99;3;1877832;06/02/2012;31.08.2019;8/31/2019;8/3/1959;60;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;3;6;0;3;0;0;2;7;2;1;0;10
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;1;258;273;138;249;18;06/01/2016;2;1;3;58417149;06/01/2016;31.08.2019;8/31/2019;3/27/1970;49;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;3;6;0;3;0;0;2;7;2;1;0;10
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;1;257;273;139;21;20;01/02/2001;99;1;2;42286966;01/02/2001;31.08.2019;8/31/2019;5/17/1969;50;3;2;2; ; ;1; ;1; ; ; ; ;1; ; ;1;3;6;0;3;0;0;2;7;2;1;0;10
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;2;255;239;292;248;20;10/01/2017;3;2;1;99419636;10/01/2017;31.08.2019;8/31/2019;4/22/1987;32;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;3;6;0;3;0;0;2;7;2;1;0;10
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;1;257;274;138;249;20;06/08/2018;2;99;3;12362061;06/08/2018;31.08.2019;8/31/2019;1/20/1984;35;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;3;6;0;3;0;0;2;7;2;1;0;10
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;1;257;274;138;249;20;15/04/2014;2;99;3;88952723;15/04/2014;31.08.2019;8/31/2019;6/6/1987;32;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;3;6;0;3;0;0;2;7;2;1;0;10
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;1;257;237;138;251;20;14/03/2012;1;99;2;86286629;14/03/2012;31.08.2019;8/31/2019;6/22/1984;35;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;3;6;0;3;0;0;2;7;2;1;0;10
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;1;254;239;138;252;20;05/03/2012; ; ; ;68858224;05/03/2012;31.08.2019;8/31/2019;4/29/1976;43;3;0;1;1; ; ; ; ; ; ; ;1; ; ; ;1;3;6;0;3;0;0;2;7;2;1;0;10
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;1;255;239;138;252;20;07/05/2012;99;1;2;7773339;07/05/2012;31.08.2019;8/31/2019;7/25/1979;40;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;3;6;0;3;0;0;2;7;2;1;0;10
41281097928;412810;4128104;4;41;Umuarama;Umuarama;1232,8;100676;93455;7221;4;0;1;255;239;139;252;20;01/08/2000;99;1;2;2185556;01/08/2000;31.08.2019;8/31/2019;9/25/1961;57;4;1;2; ;1; ; ; ; ; ; ; ;1; ; ;1;3;6;0;3;0;0;2;7;2;1;0;10
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;1;257;273;138;249;18;01/06/2017;2; ; ;3065120;01/06/2017;31.08.2019;8/31/2019;8/24/1977;42;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;1;257;273;138;249;18;09/11/2015;2; ; ;39987221;09/11/2015;31.08.2019;8/31/2019;12/5/1981;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;1;258;273;138;249;18;22/01/2018;3; ; ;1794555;22/01/2018;31.08.2019;8/31/2019;3/9/1968;51;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;1;258;233;139;249;18;27/05/2015;2; ; ;20233527;27/05/2015;31.08.2019;8/31/2019;4/6/1968;51;4;2;2; ; ;1; ; ; ; ; ; ;1; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;1;258;273;139;249;18;17/05/2019;2; ; ;8348670;17/05/2019;31.08.2019;8/31/2019;11/28/1987;31;2;2;2; ; ;1; ;1; ; ; ; ;1; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;1;257;273;138;21;20;01/09/2018;99; ; ;3742164;01/09/2018;31.08.2019;8/31/2019;8/22/1982;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;257;235;138;248;20;01/11/2010;2; ; ;6863829;01/11/2010;31.08.2019;8/31/2019;6/2/1977;42;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;257;237;138;248;20;05/05/2014;3; ; ;53253302;05/05/2014;31.08.2019;8/31/2019;1/21/1971;48;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;257;237;138;248;20;01/08/2014;2; ; ;545949;01/08/2014;31.08.2019;8/31/2019;5/7/1973;46;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;1;255;238;138;248;20;27/06/2016;2; ; ;6931196;27/06/2016;31.08.2019;8/31/2019;9/28/1965;53;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;255;238;138;248;20;11/10/2019;2; ; ;3063876;11/10/2019;31.08.2019;8/31/2019;3/13/1969;50;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;255;238;138;248;20;02/01/2013;3; ; ;653992;02/01/2013;31.08.2019;8/31/2019;10/1/1957;61;5;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;256;238;138;248;20;31/10/2016;3; ; ;6306149;31/10/2016;31.08.2019;8/31/2019;4/6/1994;25;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;256;235;139;248;20;05/02/2018;3; ; ;7817541;05/02/2018;31.08.2019;8/31/2019;7/14/1964;55;4;1;2; ;1; ; ; ; ; ; ; ;1; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;255;238;139;248;20;20/05/2019;2; ; ;4866721;20/05/2019;31.08.2019;8/31/2019;8/23/1997;22;1;1;2; ;1; ; ; ; ; ; ; ;1; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;256;238;139;248;20;06/02/2019;3; ; ;1724240;06/02/2019;31.08.2019;8/31/2019;2/6/1967;52;4;1;2; ;1; ; ; ; ; ; ; ;1; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;256;238;139;248;20;09/09/2019;2; ; ;1393125;09/09/2019;31.08.2019;8/31/2019;8/11/1961;58;4;1;2; ;1; ; ; ; ; ; ; ;1; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;257;238;139;248;20;23/08/2019;2; ; ;95017017285;23/08/2019;31.08.2019;8/31/2019;3/11/1980;39;2;2;2; ; ;1; ; ; ; ; ; ;1; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;257;237;266;248;20;04/09/2019;3; ; ;6686658;04/09/2019;31.08.2019;8/31/2019;12/9/1993;25;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;1;256;238;138;251;20;03/09/2018;2; ; ;1397048;03/09/2018;31.08.2019;8/31/2019;10/23/1963;55;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;255;238;138;254;20;02/07/2019;2; ; ;30689856;02/07/2019;31.08.2019;8/31/2019;1/9/1974;45;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42024096132;420240;4202404;4;42;Blumenau;Blumenau;519,84;309011;294773;14238;4;0;2;257;238;138;254;20;05/09/2019;3; ; ;19890982;05/09/2019;31.08.2019;8/31/2019;5/3/1968;51;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;10;12;0;5;0;0;0;14;7;0;1;22
42029098143;420290;4202909;4;42;Brusque;Brusque;283,45;105503;102025;3478;4;0;1;258;273;138;249;18;10/04/2010;2;99; ;15291596;10/04/2010;31.08.2019;8/31/2019;11/20/1965;53;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;1;5;0;4;0;0;0;5;2;0;0;7
42029098143;420290;4202909;4;42;Brusque;Brusque;283,45;105503;102025;3478;4;0;1;260;273;138;249;18;05/07/2014;2;99; ;2043723;05/07/2014;31.08.2019;8/31/2019;6/27/1983;36;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;1;5;0;4;0;0;0;5;2;0;0;7
42029098143;420290;4202909;4;42;Brusque;Brusque;283,45;105503;102025;3478;4;0;1;258;273;139;249;18;23/09/2019;2;99; ;29244285;23/09/2019;31.08.2019;8/31/2019;9/25/1978;40;2;2;2; ; ;1; ;1; ; ; ; ;1; ; ;1;1;5;0;4;0;0;0;5;2;0;0;7
42029098143;420290;4202909;4;42;Brusque;Brusque;283,45;105503;102025;3478;4;0;1;258;273;138;21;20;01/08/2018;1;99; ;75330810;01/08/2018;31.08.2019;8/31/2019;4/21/1986;33;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;1;5;0;4;0;0;0;5;2;0;0;7
42029098143;420290;4202909;4;42;Brusque;Brusque;283,45;105503;102025;3478;4;0;1;256;238;138;248;20;01/08/2014;1;99; ;5263805;01/08/2014;31.08.2019;8/31/2019;2/17/1986;33;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;1;5;0;4;0;0;0;5;2;0;0;7
42029098143;420290;4202909;4;42;Brusque;Brusque;283,45;105503;102025;3478;4;0;2;257;238;138;248;20;01/04/2015;99; ; ;6228427;01/04/2015;31.08.2019;8/31/2019;3/17/1975;44;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;1;5;0;4;0;0;0;5;2;0;0;7
42029098143;420290;4202909;4;42;Brusque;Brusque;283,45;105503;102025;3478;4;0;1;252;239;139;252;20;08/10/2018; ; ; ;2167249;08/10/2018;31.08.2019;8/31/2019;9/5/1969;49;3;0;2;1; ; ; ; ; ; ; ; ;1; ; ;1;1;5;0;4;0;0;0;5;2;0;0;7
42046097682;420460;4204608;4;42;Criciúma;Criciúma;235,63;192308;189630;2678;4;0;1;258;273;138;249;18;19/12/2016;2; ; ;3909133;19/12/2016;31.08.2019;8/31/2019;4/10/1968;51;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;1;2;1;1;0;0;0;1;0;4;1;6
42046097682;420460;4204608;4;42;Criciúma;Criciúma;235,63;192308;189630;2678;4;0;1;258;275;292;21;20;19/03/2018;1; ; ;1934779;19/03/2018;31.08.2019;8/31/2019;1/25/1962;57;4;2;3; ; ;1;1; ; ; ; ; ; ;1; ;3;1;2;1;1;0;0;0;1;0;4;1;6
42046097682;420460;4204608;4;42;Criciúma;Criciúma;235,63;192308;189630;2678;4;0;2;252;239;292;248;20;07/04/2017;3; ; ;193498;07/04/2017;31.08.2019;8/31/2019;10/4/1956;62;5;0;3;1; ; ; ; ; ; ; ; ; ;1; ;3;1;2;1;1;0;0;0;1;0;4;1;6
42046097682;420460;4204608;4;42;Criciúma;Criciúma;235,63;192308;189630;2678;4;0;2;252;239;292;248;20;13/02/2017;3; ; ;429498;13/02/2017;31.08.2019;8/31/2019;4/4/1958;61;5;0;3;1; ; ; ; ; ; ; ; ; ;1; ;3;1;2;1;1;0;0;0;1;0;4;1;6
42046097682;420460;4204608;4;42;Criciúma;Criciúma;235,63;192308;189630;2678;4;0;2;253;239;292;254;20;26/03/2018;3; ; ;501567;26/03/2018;31.08.2019;8/31/2019;5/13/1955;64;5;0;3;1; ; ; ; ; ; ; ; ; ;1; ;3;1;2;1;1;0;0;0;1;0;4;1;6
42046097682;420460;4204608;4;42;Criciúma;Criciúma;235,63;192308;189630;2678;4;0;2;256;238;266;253;272;28/05/2018;3; ; ;20109150;28/05/2018;31.08.2019;8/31/2019;8/21/1971;48;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;1;2;1;1;0;0;0;1;0;4;1;6
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;2;256;238;138;21;18;01/04/2014; ; ; ;2789312;01/04/2014;31.08.2019;8/31/2019;7/15/1985;34;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;257;237;138;248;18;17/03/2014; ; ; ;3086195;17/03/2014;31.08.2019;8/31/2019;2/19/1973;46;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;255;238;138;248;18;24/03/2014; ; ; ;53005830;24/03/2014;31.08.2019;8/31/2019;8/12/1988;31;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;255;238;138;248;18;05/11/2014; ; ; ;1068231917;05/11/2014;31.08.2019;8/31/2019;9/17/1977;41;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;256;238;138;248;18;19/05/2014; ; ; ;41264010;19/05/2014;31.08.2019;8/31/2019;5/16/1982;37;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;257;273;138;249;18;10/02/2014; ; ; ;50022369;10/02/2014;31.08.2019;8/31/2019;5/1/1991;28;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;2;257;273;138;249;18;06/05/2015; ; ; ;1762689;06/05/2015;31.08.2019;8/31/2019;1/10/1968;51;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;257;273;138;249;18;10/11/1995; ; ; ;26851989;10/11/1995;31.08.2019;8/31/2019;4/12/1972;47;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;257;274;138;249;18;15/12/2010; ; ; ;72349520;15/12/2010;31.08.2019;8/31/2019;9/21/1981;37;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;257;274;138;249;18;03/09/2012; ; ; ;43261817;03/09/2012;31.08.2019;8/31/2019;6/25/1983;36;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;258;274;138;249;18;20/05/2013; ; ; ;7067598685;20/05/2013;31.08.2019;8/31/2019;1/29/1982;37;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;256;238;138;251;18;04/03/2013; ; ; ;7002097;04/03/2013;31.08.2019;8/31/2019;11/16/1965;53;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;257;237;138;248;20;23/04/1996; ; ; ;42520983;23/04/1996;31.08.2019;8/31/2019;3/1/1967;52;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;258;238;138;248;20;22/04/2014; ; ; ;1036132551;22/04/2014;31.08.2019;8/31/2019;6/25/1967;52;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;258;275;138;248;20;18/02/2005; ; ; ;2589560;18/02/2005;31.08.2019;8/31/2019;6/12/1969;50;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;258;273;138;249;20;03/12/2015; ; ; ;3092297;03/12/2015;31.08.2019;8/31/2019;9/18/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;2;255;238;138;251;20;01/04/2013; ; ; ;40781364;01/04/2013;31.08.2019;8/31/2019;7/3/1982;37;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;260;237;138;248;272;29/06/2015; ; ; ;1066417518;29/06/2015;31.08.2019;8/31/2019;11/1/1977;41;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;256;238;138;248;272;01/07/2015; ; ; ;4743938;01/07/2015;31.08.2019;8/31/2019;12/5/1985;33;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;256;238;138;248;272;14/12/2015; ; ; ;4884503;14/12/2015;31.08.2019;8/31/2019;7/25/1991;28;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42054095896;420540;4205407;4;42;Florianópolis;Florianópolis;433,32;421240;405286;15954;4;0;1;256;238;138;254;272;26/05/2015; ; ; ;5078062303;26/05/2015;31.08.2019;8/31/2019;1/4/1980;39;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;12;1;4;0;0;3;21;0;0;0;21
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;1;257;273;266;249;18;16/01/2019;2; ; ;2950552;16/01/2019;31.08.2019;8/31/2019;9/9/1992;26;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;2;257;274;266;249;18;22/01/2018;2; ; ;43286526;22/01/2018;31.08.2019;8/31/2019;3/7/1985;34;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;2;256;239;292;21;20;20/02/2019;1; ; ;2129163;20/02/2019;31.08.2019;8/31/2019;5/15/1968;51;4;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;1;256;237;138;248;20;01/07/2019;2;3;99;3234337;01/07/2019;31.08.2019;8/31/2019;7/12/1979;40;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;2;255;238;138;248;20;01/06/2010;3; ; ;4021994;01/06/2010;31.08.2019;8/31/2019;3/10/1983;36;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;1;255;238;138;248;20;01/12/1999;3; ; ;1507321;01/12/1999;31.08.2019;8/31/2019;2/28/1968;51;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;1;255;238;138;248;20;01/04/2014;3; ; ;2687406;01/04/2014;31.08.2019;8/31/2019;11/26/1969;49;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;2;256;238;138;248;20;15/05/2015;3; ; ;746545;15/05/2015;31.08.2019;8/31/2019;7/30/1959;60;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;2;256;238;138;248;20;01/04/2014;3; ; ;32358431;01/04/2014;31.08.2019;8/31/2019;6/30/1974;45;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;2;257;238;138;248;20;01/04/2014;3; ; ;3275322;01/04/2014;31.08.2019;8/31/2019;4/8/1976;43;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;2;257;238;138;248;20;06/06/2016;3;4; ;5878732;06/06/2016;31.08.2019;8/31/2019;9/2/1981;37;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;1;253;239;138;248;20;01/04/2014; ; ; ;2555433;01/04/2014;31.08.2019;8/31/2019;2/18/1970;49;3;0;1;1; ; ; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;2;258;237;266;248;20;19/02/2018;2; ; ;355095786;19/02/2018;31.08.2019;8/31/2019;4/17/1982;37;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;8;5;0;1;0;0;1;10;0;1;3;14
42082098109;420820;4208203;4;42;Itajaí;Itajaí;289,26;183373;173452;9921;4;0;2;255;239;138;254;20;01/04/2014;99; ; ;1994563;01/04/2014;31.08.2019;8/31/2019;8/2/1967;52;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;5;0;1;0;0;1;10;0;1;3;14
