NU_IDENTIFICADOR;IBGE;IBGE7;Região;UF;Município;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;q44_3;q44_9;q44_10;q44_11;q44_12;q44_13;q44_14;q44_15_1;q44_15_2;q44_15_3;DataCenso;DataCenso_2020;q44_2_rec;Idade;Faixas_etarias;d_44_9;d_44_11;d_44_9bin1;d_44_9bin2;d_44_9bin3;d_44_10bin1;d_44_10bin2;d_44_10bin3;d_44_10bin4;d_44_10bin5;d_44_11bin1;d_44_11bin2;d_44_11bin3;d_44_11bin4;d_44_9bin1_sum;d_44_9bin2_sum;d_44_9bin3_sum;d_44_10bin1_sum;d_44_10bin2_sum;d_44_10bin3_sum;d_44_10bin4_sum;d_44_10bin5_sum;d_44_11bin1_sum;d_44_11bin2_sum;d_44_11bin3_sum;d_44_11bin4_sum;nu_trabalhadores;d_44_15_1bin_Gestão;d_44_15_1bin_PopRua;d_44_15_1bin_Abordagem;d_44_15_1bin_Cadastramento;d_44_15_1bin_Outros;d_44_15_2bin_Gestão;d_44_15_2bin_PopRua;d_44_15_2bin_Abordagem;d_44_15_2bin_Cadastramento;d_44_15_2bin_Outros;d_44_15_3bin_Gestão;d_44_15_3bin_PopRua;d_44_15_3bin_Abordagem;d_44_15_3bin_Cadastramento;d_44_15_3bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d_44_15_1bin_Gestão_sum;d_44_15_1bin_PopRua_sum;d_44_15_1bin_Abordagem_sum;d_44_15_1bin_Cadastramento_sum;d_44_15_1bin_Outros_sum;d_44_15_2bin_Gestão_sum;d_44_15_2bin_PopRua_sum;d_44_15_2bin_Abordagem_sum;d_44_15_2bin_Cadastramento_sum;d_44_15_2bin_Outros_sum;d_44_15_3bin_Gestão_sum;d_44_15_3bin_PopRua_sum;d_44_15_3bin_Abordagem_sum;d_44_15_3bin_Cadastramento_sum;d_44_15_3bin_Outros_sum
27.063.098.112;270.630;2.706.307;2;27;Palmeira Dos Índios;460,61;70.368,0000000000000000;51.610,0;18.758,0;3;0;255;238;266;251;20;02/08/2017;1;;;31.08.2020;31-ago-2020;09-mai-1978;42;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;0,00;3,00;6,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;9,00;9;1,00;;;;;;;;;;;;;;;1,00;;;;;2,00;2,00;4,00;;1,00;;;;;;;;;;
27.063.098.112;270.630;2.706.307;2;27;Palmeira Dos Índios;460,61;70.368,0000000000000000;51.610,0;18.758,0;3;0;257;273;266;248;20;09/11/2017;3;;;31.08.2020;31-ago-2020;20-ago-1978;42;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;0,00;3,00;6,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;9,00;9;;;1,00;;;;;;;;;;;;;;;1,00;;;2,00;2,00;4,00;;1,00;;;;;;;;;;
27.063.098.112;270.630;2.706.307;2;27;Palmeira Dos Índios;460,61;70.368,0000000000000000;51.610,0;18.758,0;3;1;257;238;266;249;20;03/10/2018;2;;;31.08.2020;31-ago-2020;22-out-1980;39;2,00;2,00;4,00;;;1,00;;;;;;;;;1,00;0,00;3,00;6,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;9,00;9;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;2,00;4,00;;1,00;;;;;;;;;;
27.063.098.112;270.630;2.706.307;2;27;Palmeira Dos Índios;460,61;70.368,0000000000000000;51.610,0;18.758,0;3;1;257;274;266;21;18;04/12/2014;1;;;31.08.2020;31-ago-2020;10-dez-1981;38;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;0,00;3,00;6,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;9,00;9;1,00;;;;;;;;;;;;;;;1,00;;;;;2,00;2,00;4,00;;1,00;;;;;;;;;;
27.063.098.112;270.630;2.706.307;2;27;Palmeira Dos Índios;460,61;70.368,0000000000000000;51.610,0;18.758,0;3;1;255;238;266;252;20;02/10/2017;99;;;31.08.2020;31-ago-2020;27-jun-1982;38;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;0,00;3,00;6,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;9,00;9;;;;;1,00;;;;;;;;;;;;;;;1,00;2,00;2,00;4,00;;1,00;;;;;;;;;;
27.063.098.112;270.630;2.706.307;2;27;Palmeira Dos Índios;460,61;70.368,0000000000000000;51.610,0;18.758,0;3;1;257;274;266;249;18;01/08/2017;2;;;31.08.2020;31-ago-2020;27-dez-1983;36;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;0,00;3,00;6,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;9,00;9;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;2,00;4,00;;1,00;;;;;;;;;;
27.063.098.112;270.630;2.706.307;2;27;Palmeira Dos Índios;460,61;70.368,0000000000000000;51.610,0;18.758,0;3;0;256;238;266;248;20;09/11/2017;3;;;31.08.2020;31-ago-2020;05-ago-1986;34;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;0,00;3,00;6,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;9,00;9;;;1,00;;;;;;;;;;;;;;;1,00;;;2,00;2,00;4,00;;1,00;;;;;;;;;;
27.063.098.112;270.630;2.706.307;2;27;Palmeira Dos Índios;460,61;70.368,0000000000000000;51.610,0;18.758,0;3;0;257;273;266;249;20;04/12/2014;3;;;31.08.2020;31-ago-2020;18-fev-1992;28;1,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;0,00;3,00;6,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;9,00;9;;;1,00;;;;;;;;;;;;;;;1,00;;;2,00;2,00;4,00;;1,00;;;;;;;;;;
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;257;238;138;248;263;08/11/2010;3;99;1;31.08.2020;31-ago-2020;20-jun-1959;61;5,00;2,00;1,00;;;1,00;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;255;239;138;252;263;08/11/2010;3;99;1;31.08.2020;31-ago-2020;17-jun-1965;55;4,00;1,00;1,00;;1,00;;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;256;238;138;254;263;08/11/2010;3;99;1;31.08.2020;31-ago-2020;30-abr-1967;53;4,00;1,00;1,00;;1,00;;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;257;275;292;251;20;06/12/2019;3;99;1;31.08.2020;31-ago-2020;22-nov-1966;53;4,00;2,00;3,00;;;1,00;1,00;;;;;;;1,00;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;257;275;292;249;20;01/11/2018;2;3;1;31.08.2020;31-ago-2020;20-mar-1974;46;3,00;2,00;3,00;;;1,00;1,00;;;;;;;1,00;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;1,00;;;;;1,00;1,00;1,00;;;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;258;273;138;249;18;02/01/2018;2;3;99;31.08.2020;31-ago-2020;09-jul-1975;45;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;257;273;138;249;18;01/09/2014;2;3;1;31.08.2020;31-ago-2020;01-jan-1977;43;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;1,00;;;;;1,00;1,00;1,00;;;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;258;273;138;249;18;21/01/2020;2;3;99;31.08.2020;31-ago-2020;04-nov-1978;41;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;257;237;138;248;263;23/08/2013;3;99;1;31.08.2020;31-ago-2020;01-jan-1980;40;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;257;238;138;248;263;08/11/2010;3;99;1;31.08.2020;31-ago-2020;25-fev-1981;39;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;257;274;138;249;18;07/03/2019;2;3;99;31.08.2020;31-ago-2020;29-abr-1982;38;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;257;275;138;250;263;03/09/2012;3;99;1;31.08.2020;31-ago-2020;27-abr-1982;38;2,00;2,00;1,00;;;1,00;1,00;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;258;274;138;249;263;08/11/2010;2;3;99;31.08.2020;31-ago-2020;31-jan-1983;37;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;257;237;292;21;20;01/06/2018;2;3;1;31.08.2020;31-ago-2020;16-mai-1983;37;2,00;2,00;3,00;;;1,00;;;;;;;;1,00;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;1,00;;;;;1,00;1,00;1,00;;;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;257;273;138;249;263;08/11/2010;2;3;99;31.08.2020;31-ago-2020;03-jun-1983;37;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;257;238;138;248;263;08/11/2010;3;99;1;31.08.2020;31-ago-2020;24-jun-1983;37;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;257;238;138;248;263;08/11/2010;3;99;1;31.08.2020;31-ago-2020;15-abr-1983;37;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;255;241;138;248;263;21/08/2018;3;99;1;31.08.2020;31-ago-2020;29-set-1983;36;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;257;273;138;249;18;30/03/2010;2;3;99;31.08.2020;31-ago-2020;14-mar-1984;36;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;255;238;138;248;263;22/01/2018;3;99;1;31.08.2020;31-ago-2020;08-jun-1984;36;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;255;238;138;248;18;27/07/2010;3;99;1;31.08.2020;31-ago-2020;23-mai-1984;36;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;257;238;138;248;263;01/03/2019;3;99;1;31.08.2020;31-ago-2020;24-mar-1985;35;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;257;237;138;248;263;23/08/2013;3;99;1;31.08.2020;31-ago-2020;29-mar-1986;34;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;1,00;;;;;;;1,00;1,00;;;;;1,00;;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;2;257;237;292;249;20;02/05/2013;2;3;99;31.08.2020;31-ago-2020;31-jul-1987;33;2,00;2,00;3,00;;;1,00;;;;;;;;1,00;;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
28.003.095.452;280.030;2.800.308;2;28;Aracaju;174,05;571.149,0000000000000000;571.149,0;;4;1;256;237;293;370;20;20/09/2019;4;1;99;31.08.2020;31-ago-2020;15-dez-1989;30;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;0,00;6,00;19,00;3,00;5,00;0,00;0,00;2,00;20,00;0,00;4,00;1,00;25;;;;1,00;;1,00;;;;;;;;;1,00;1,00;;;;1,00;;10,00;14,00;1,00;;1,00;;10,00;;14,00;17,00;;;;8,00
29.032.098.078;290.320;2.903.201;2;29;Barreiras;7.895,24;137.427,0000000000000000;123.741,0;13.686,0;4;1;257;276;139;21;20;09/09/2019;2;1;99;31.08.2020;31-ago-2020;03-abr-1977;43;3,00;2,00;2,00;;;1,00;;;;;;;1,00;;;0,00;3,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;5,00;1,00;3,00;9;;1,00;;;;1,00;;;;;;;;;1,00;1,00;1,00;;;1,00;;7,00;;;2,00;3,00;1,00;4,00;;1,00;1,00;;2,00;;6,00
29.032.098.078;290.320;2.903.201;2;29;Barreiras;7.895,24;137.427,0000000000000000;123.741,0;13.686,0;4;0;257;273;139;249;20;02/10/2019;2;3;99;31.08.2020;31-ago-2020;24-out-1979;40;2,00;2,00;2,00;;;1,00;;1,00;;;;;1,00;;;0,00;3,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;5,00;1,00;3,00;9;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;;;2,00;3,00;1,00;4,00;;1,00;1,00;;2,00;;6,00
29.032.098.078;290.320;2.903.201;2;29;Barreiras;7.895,24;137.427,0000000000000000;123.741,0;13.686,0;4;1;255;238;266;248;20;01/08/2020;2;3;99;31.08.2020;31-ago-2020;01-set-1984;35;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;0,00;3,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;5,00;1,00;3,00;9;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;;;2,00;3,00;1,00;4,00;;1,00;1,00;;2,00;;6,00
29.032.098.078;290.320;2.903.201;2;29;Barreiras;7.895,24;137.427,0000000000000000;123.741,0;13.686,0;4;0;257;275;266;249;20;09/09/2020;2;1;99;31.08.2020;31-ago-2020;03-ago-1986;34;2,00;2,00;4,00;;;1,00;1,00;;;;;;;;1,00;0,00;3,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;5,00;1,00;3,00;9;;1,00;;;;1,00;;;;;;;;;1,00;1,00;1,00;;;1,00;;7,00;;;2,00;3,00;1,00;4,00;;1,00;1,00;;2,00;;6,00
29.032.098.078;290.320;2.903.201;2;29;Barreiras;7.895,24;137.427,0000000000000000;123.741,0;13.686,0;4;0;257;273;266;249;18;09/04/2018;2;3;99;31.08.2020;31-ago-2020;25-dez-1985;34;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;0,00;3,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;5,00;1,00;3,00;9;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;;;2,00;3,00;1,00;4,00;;1,00;1,00;;2,00;;6,00
29.032.098.078;290.320;2.903.201;2;29;Barreiras;7.895,24;137.427,0000000000000000;123.741,0;13.686,0;4;0;257;273;139;249;18;09/09/2019;2;3;99;31.08.2020;31-ago-2020;12-jun-1990;30;2,00;2,00;2,00;;;1,00;;1,00;;;;;1,00;;;0,00;3,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;5,00;1,00;3,00;9;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;;;2,00;3,00;1,00;4,00;;1,00;1,00;;2,00;;6,00
29.032.098.078;290.320;2.903.201;2;29;Barreiras;7.895,24;137.427,0000000000000000;123.741,0;13.686,0;4;1;255;239;139;254;20;04/11/2019;99;1;3;31.08.2020;31-ago-2020;18-out-1990;29;1,00;1,00;2,00;;1,00;;;;;;;;1,00;;;0,00;3,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;5,00;1,00;3,00;9;;;;;1,00;1,00;;;;;;;1,00;;;1,00;;1,00;;1,00;;7,00;;;2,00;3,00;1,00;4,00;;1,00;1,00;;2,00;;6,00
29.032.098.078;290.320;2.903.201;2;29;Barreiras;7.895,24;137.427,0000000000000000;123.741,0;13.686,0;4;1;257;237;292;249;20;15/10/2020;99;2;1;31.08.2020;31-ago-2020;25-mai-1992;28;1,00;2,00;3,00;;;1,00;;;;;;;;1,00;;0,00;3,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;5,00;1,00;3,00;9;;;;;1,00;;1,00;;;;1,00;;;;;1,00;1,00;;;1,00;;7,00;;;2,00;3,00;1,00;4,00;;1,00;1,00;;2,00;;6,00
29.032.098.078;290.320;2.903.201;2;29;Barreiras;7.895,24;137.427,0000000000000000;123.741,0;13.686,0;4;1;256;239;139;248;20;02/09/2019;2;99;3;31.08.2020;31-ago-2020;02-jun-1994;26;1,00;1,00;2,00;;1,00;;;;;;;;1,00;;;0,00;3,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;5,00;1,00;3,00;9;;1,00;;;;;;;;1,00;;;1,00;;;;1,00;1,00;;1,00;;7,00;;;2,00;3,00;1,00;4,00;;1,00;1,00;;2,00;;6,00
29.057.097.982;290.570;2.905.701;2;29;Camaçari;759,80;242.970,0000000000000000;231.973,0;10.997,0;4;1;255;239;292;254;20;02/01/2019;99;;99;31.08.2020;31-ago-2020;17-jul-1953;67;5,00;1,00;3,00;;1,00;;;;;;;;;1,00;;2,00;7,00;3,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;7,00;2,00;12;;;;;1,00;;;;;;;;;;1,00;;;;;1,00;2,00;6,00;;;2,00;;1,00;;7,00;1,00;;;;;9,00
29.057.097.982;290.570;2.905.701;2;29;Camaçari;759,80;242.970,0000000000000000;231.973,0;10.997,0;4;1;256;238;292;248;20;17/04/2017;2;4;99;31.08.2020;31-ago-2020;28-mar-1956;64;5,00;1,00;3,00;;1,00;;;;;;;;;1,00;;2,00;7,00;3,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;7,00;2,00;12;;1,00;;;;;;;1,00;;;;;;1,00;;1,00;;;1,00;2,00;6,00;;;2,00;;1,00;;7,00;1,00;;;;;9,00
29.057.097.982;290.570;2.905.701;2;29;Camaçari;759,80;242.970,0000000000000000;231.973,0;10.997,0;4;1;255;239;292;248;20;12/07/2019;2;4;99;31.08.2020;31-ago-2020;04-ago-1958;62;5,00;1,00;3,00;;1,00;;;;;;;;;1,00;;2,00;7,00;3,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;7,00;2,00;12;;1,00;;;;;;;1,00;;;;;;1,00;;1,00;;;1,00;2,00;6,00;;;2,00;;1,00;;7,00;1,00;;;;;9,00
29.057.097.982;290.570;2.905.701;2;29;Camaçari;759,80;242.970,0000000000000000;231.973,0;10.997,0;4;0;252;239;293;252;20;02/05/2015;;;;31.08.2020;31-ago-2020;08-out-1962;57;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;2,00;7,00;3,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;7,00;2,00;12;;;;;;;;;;;;;;;;;;;;;2,00;6,00;;;2,00;;1,00;;7,00;1,00;;;;;9,00
29.057.097.982;290.570;2.905.701;2;29;Camaçari;759,80;242.970,0000000000000000;231.973,0;10.997,0;4;0;253;238;292;248;20;09/07/2019;;;;31.08.2020;31-ago-2020;09-jul-1964;56;4,00;0,00;3,00;1,00;;;;;;;;;;1,00;;2,00;7,00;3,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;7,00;2,00;12;;;;;;;;;;;;;;;;;;;;;2,00;6,00;;;2,00;;1,00;;7,00;1,00;;;;;9,00
29.057.097.982;290.570;2.905.701;2;29;Camaçari;759,80;242.970,0000000000000000;231.973,0;10.997,0;4;0;255;238;292;251;20;11/07/2018;1;4;99;31.08.2020;31-ago-2020;22-jul-1965;55;4,00;1,00;3,00;;1,00;;;;;;;;;1,00;;2,00;7,00;3,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;7,00;2,00;12;1,00;;;;;;;;1,00;;;;;;1,00;1,00;;;;1,00;2,00;6,00;;;2,00;;1,00;;7,00;1,00;;;;;9,00
29.057.097.982;290.570;2.905.701;2;29;Camaçari;759,80;242.970,0000000000000000;231.973,0;10.997,0;4;0;257;273;138;249;18;06/07/2017;2;4;99;31.08.2020;31-ago-2020;20-jul-1967;53;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;2,00;7,00;3,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;7,00;2,00;12;;1,00;;;;;;;1,00;;;;;;1,00;;1,00;;;1,00;2,00;6,00;;;2,00;;1,00;;7,00;1,00;;;;;9,00
29.057.097.982;290.570;2.905.701;2;29;Camaçari;759,80;242.970,0000000000000000;231.973,0;10.997,0;4;1;255;239;292;248;20;01/03/2018;2;4;99;31.08.2020;31-ago-2020;10-set-1973;46;3,00;1,00;3,00;;1,00;;;;;;;;;1,00;;2,00;7,00;3,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;7,00;2,00;12;;1,00;;;;;;;1,00;;;;;;1,00;;1,00;;;1,00;2,00;6,00;;;2,00;;1,00;;7,00;1,00;;;;;9,00
