NU_IDENTIFICADOR;IBGE;IBGE7;Região;UF;Município;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;q44_3;q44_9;q44_10;q44_11;q44_12;q44_13;q44_14;q44_15_1;q44_15_2;q44_15_3;DataCenso;DataCenso_2020;q44_2_rec;Idade;Faixas_etarias;d_44_9;d_44_11;d_44_9bin1;d_44_9bin2;d_44_9bin3;d_44_10bin1;d_44_10bin2;d_44_10bin3;d_44_10bin4;d_44_10bin5;d_44_11bin1;d_44_11bin2;d_44_11bin3;d_44_11bin4;d_44_9bin1_sum;d_44_9bin2_sum;d_44_9bin3_sum;d_44_10bin1_sum;d_44_10bin2_sum;d_44_10bin3_sum;d_44_10bin4_sum;d_44_10bin5_sum;d_44_11bin1_sum;d_44_11bin2_sum;d_44_11bin3_sum;d_44_11bin4_sum;nu_trabalhadores;d_44_15_1bin_Gestão;d_44_15_1bin_PopRua;d_44_15_1bin_Abordagem;d_44_15_1bin_Cadastramento;d_44_15_1bin_Outros;d_44_15_2bin_Gestão;d_44_15_2bin_PopRua;d_44_15_2bin_Abordagem;d_44_15_2bin_Cadastramento;d_44_15_2bin_Outros;d_44_15_3bin_Gestão;d_44_15_3bin_PopRua;d_44_15_3bin_Abordagem;d_44_15_3bin_Cadastramento;d_44_15_3bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d_44_15_1bin_Gestão_sum;d_44_15_1bin_PopRua_sum;d_44_15_1bin_Abordagem_sum;d_44_15_1bin_Cadastramento_sum;d_44_15_1bin_Outros_sum;d_44_15_2bin_Gestão_sum;d_44_15_2bin_PopRua_sum;d_44_15_2bin_Abordagem_sum;d_44_15_2bin_Cadastramento_sum;d_44_15_2bin_Outros_sum;d_44_15_3bin_Gestão_sum;d_44_15_3bin_PopRua_sum;d_44_15_3bin_Abordagem_sum;d_44_15_3bin_Cadastramento_sum;d_44_15_3bin_Outros_sum
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;258;237;264;249;263;12/02/2014;3;3;2;31.08.2020;31-ago-2020;13-nov-1966;53;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;264;254;263;17/10/1990;3;3;2;31.08.2020;31-ago-2020;08-mar-1967;53;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;257;237;264;254;263;06/09/2018;3;3;2;31.08.2020;31-ago-2020;27-nov-1967;52;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;264;251;20;01/08/1995;2;;2;31.08.2020;31-ago-2020;06-out-1967;52;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;139;248;20;01/04/2020;2;;2;31.08.2020;31-ago-2020;11-fev-1969;51;4,00;1,00;2,00;;1,00;;;;;;;;1,00;;;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;274;264;249;20;03/06/2016;2;;2;31.08.2020;31-ago-2020;22-set-1968;51;4,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;255;238;264;254;263;01/12/1995;3;3;2;31.08.2020;31-ago-2020;01-fev-1970;50;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;256;238;264;248;20;02/02/2015;2;;2;31.08.2020;31-ago-2020;21-jan-1971;49;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;258;273;264;249;20;26/01/2015;4;2;1;31.08.2020;31-ago-2020;23-mar-1972;48;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;;1,00;;;1,00;;;;1,00;;;;;1,00;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;257;274;264;249;18;10/07/2020;2;;2;31.08.2020;31-ago-2020;16-jul-1972;48;3,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;258;273;264;249;18;09/04/2001;3;3;2;31.08.2020;31-ago-2020;25-mai-1972;48;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;255;238;264;254;263;07/11/1995;3;3;2;31.08.2020;31-ago-2020;16-nov-1971;48;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;255;238;264;248;263;01/04/2020;3;3;2;31.08.2020;31-ago-2020;15-jun-1974;46;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;264;254;263;15/04/2014;3;3;2;31.08.2020;31-ago-2020;20-mai-1974;46;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;275;264;254;18;14/10/1999;3;3;2;31.08.2020;31-ago-2020;19-jun-1975;45;3,00;2,00;4,00;;;1,00;1,00;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;258;273;264;249;20;11/06/2019;3;3;2;31.08.2020;31-ago-2020;23-ago-1975;45;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;257;237;264;249;18;22/07/2020;3;3;2;31.08.2020;31-ago-2020;13-fev-1975;45;3,00;2,00;4,00;;;1,00;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;258;273;264;249;20;01/10/2012;2;4;2;31.08.2020;31-ago-2020;19-mai-1975;45;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;1,00;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;237;264;21;20;18/05/2020;1;;2;31.08.2020;31-ago-2020;23-mar-1976;44;3,00;2,00;4,00;;;1,00;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;1,00;;;;;;;;;;;1,00;;;;1,00;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;255;238;264;254;263;01/11/1995;3;3;2;31.08.2020;31-ago-2020;28-mai-1976;44;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;255;238;139;252;20;02/04/2020;2;;2;31.08.2020;31-ago-2020;16-jul-1976;44;3,00;1,00;2,00;;1,00;;;;;;;;1,00;;;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;237;139;252;263;01/04/2020;99;;99;31.08.2020;31-ago-2020;19-jul-1977;43;3,00;2,00;2,00;;;1,00;;;;;;;1,00;;;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;;;1,00;;;;;;;;;;1,00;;;;;1,00;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;255;238;264;248;263;01/04/2020;3;3;2;31.08.2020;31-ago-2020;04-dez-1976;43;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;253;239;264;252;263;06/07/2020;;;;31.08.2020;31-ago-2020;07-set-1979;40;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;;;;;;;;;;;;;;;;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;264;254;263;01/06/2008;3;3;2;31.08.2020;31-ago-2020;02-jul-1980;40;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;264;252;20;10/07/2017;2;;2;31.08.2020;31-ago-2020;26-jan-1980;40;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;258;274;264;249;263;09/07/2019;2;2;4;31.08.2020;31-ago-2020;06-set-1982;37;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;1,00;;;;;;;1,00;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;273;264;249;20;17/06/2019;1;;1;31.08.2020;31-ago-2020;03-nov-1982;37;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;1,00;;;;;;;;;;1,00;;;;;1,00;;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;139;252;263;06/04/2020;99;;99;31.08.2020;31-ago-2020;14-abr-1983;37;2,00;1,00;2,00;;1,00;;;;;;;;1,00;;;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;;;1,00;;;;;;;;;;1,00;;;;;1,00;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;139;248;263;01/04/2020;2;;2;31.08.2020;31-ago-2020;13-jan-1984;36;2,00;1,00;2,00;;1,00;;;;;;;;1,00;;;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;273;264;249;18;13/08/2020;2;;2;31.08.2020;31-ago-2020;11-nov-1983;36;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;235;264;251;20;04/09/2020;1;;1;31.08.2020;31-ago-2020;12-mar-1985;35;2,00;2,00;4,00;;;1,00;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;1,00;;;;;;;;;;1,00;;;;;1,00;;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;255;238;264;248;263;21/09/2020;2;;2;31.08.2020;31-ago-2020;01-jan-1985;35;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;258;273;264;249;20;02/11/2003;1;;1;31.08.2020;31-ago-2020;04-abr-1985;35;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;1,00;;;;;;;;;;1,00;;;;;1,00;;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;237;264;248;18;19/08/2020;2;;2;31.08.2020;31-ago-2020;06-jan-1985;35;2,00;2,00;4,00;;;1,00;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;275;139;252;263;01/04/2020;2;;2;31.08.2020;31-ago-2020;09-set-1985;34;2,00;2,00;2,00;;;1,00;1,00;;;;;;1,00;;;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;1;252;239;264;252;20;06/05/2014;;;;31.08.2020;31-ago-2020;10-ago-1987;33;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;;;;;;;;;;;;;;;;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;264;248;263;22/07/2020;3;3;2;31.08.2020;31-ago-2020;20-dez-1988;31;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;;1,00;;;;;1,00;;;;1,00;;;;;1,00;1,00;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;255;238;264;252;20;29/04/2020;2;;2;31.08.2020;31-ago-2020;03-set-1989;30;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;257;237;264;248;263;23/03/2020;2;;2;31.08.2020;31-ago-2020;10-out-1996;23;1,00;2,00;4,00;;;1,00;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.367.097.350;313.670;3.136.702;3;31;Juiz de Fora;1.436,85;516.247,0000000000000000;510.378,0;5.869,0;4;0;256;238;264;248;263;23/03/2020;2;;2;31.08.2020;31-ago-2020;20-jan-1998;22;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;7,00;26,00;24,00;3,00;8,00;0,00;0,00;3,00;0,00;7,00;0,00;50,00;57;;1,00;;;;;;;;;;1,00;;;;;1,00;;;;5,00;22,00;20,00;1,00;2,00;;2,00;19,00;1,00;;5,00;42,00;;1,00;2,00
31.376.098.115;313.760;3.137.601;3;31;Lagoa Santa;231,99;52.520,0000000000000000;48.949,0;3.571,0;3;0;253;239;266;252;20;19/06/2020;;;;31.08.2020;31-ago-2020;04-mai-1967;53;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;2,00;2,00;3,00;0,00;1,00;0,00;0,00;1,00;6,00;0,00;0,00;1,00;7;;;;;;;;;;;;;;;;;;;;;1,00;2,00;;;2,00;;;2,00;;;;;;;
31.376.098.115;313.760;3.137.601;3;31;Lagoa Santa;231,99;52.520,0000000000000000;48.949,0;3.571,0;3;0;253;239;138;252;18;01/09/2016;;;;31.08.2020;31-ago-2020;18-out-1974;45;3,00;0,00;1,00;1,00;;;;;;;;1,00;;;;2,00;2,00;3,00;0,00;1,00;0,00;0,00;1,00;6,00;0,00;0,00;1,00;7;;;;;;;;;;;;;;;;;;;;;1,00;2,00;;;2,00;;;2,00;;;;;;;
31.376.098.115;313.760;3.137.601;3;31;Lagoa Santa;231,99;52.520,0000000000000000;48.949,0;3.571,0;3;0;257;237;138;251;272;01/12/2016;1;3;;31.08.2020;31-ago-2020;16-fev-1977;43;3,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;2,00;3,00;0,00;1,00;0,00;0,00;1,00;6,00;0,00;0,00;1,00;7;1,00;;;;;;;1,00;;;;;;;;1,00;;1,00;;;1,00;2,00;;;2,00;;;2,00;;;;;;;
31.376.098.115;313.760;3.137.601;3;31;Lagoa Santa;231,99;52.520,0000000000000000;48.949,0;3.571,0;3;0;257;273;138;21;272;31/01/2020;99;;;31.08.2020;31-ago-2020;13-jun-1979;41;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;2,00;2,00;3,00;0,00;1,00;0,00;0,00;1,00;6,00;0,00;0,00;1,00;7;;;;;1,00;;;;;;;;;;;;;;;1,00;1,00;2,00;;;2,00;;;2,00;;;;;;;
31.376.098.115;313.760;3.137.601;3;31;Lagoa Santa;231,99;52.520,0000000000000000;48.949,0;3.571,0;3;0;256;238;138;249;272;11/07/2019;2;3;;31.08.2020;31-ago-2020;11-dez-1980;39;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;2,00;3,00;0,00;1,00;0,00;0,00;1,00;6,00;0,00;0,00;1,00;7;;1,00;;;;;;1,00;;;;;;;;;1,00;1,00;;;1,00;2,00;;;2,00;;;2,00;;;;;;;
31.376.098.115;313.760;3.137.601;3;31;Lagoa Santa;231,99;52.520,0000000000000000;48.949,0;3.571,0;3;0;257;274;138;249;272;31/01/2020;2;;;31.08.2020;31-ago-2020;01-out-1987;32;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;2,00;2,00;3,00;0,00;1,00;0,00;0,00;1,00;6,00;0,00;0,00;1,00;7;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;2,00;;;2,00;;;2,00;;;;;;;
31.376.098.115;313.760;3.137.601;3;31;Lagoa Santa;231,99;52.520,0000000000000000;48.949,0;3.571,0;3;1;255;239;138;252;20;05/02/2020;99;;;31.08.2020;31-ago-2020;10-nov-1988;31;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;2,00;3,00;0,00;1,00;0,00;0,00;1,00;6,00;0,00;0,00;1,00;7;;;;;1,00;;;;;;;;;;;;;;;1,00;1,00;2,00;;;2,00;;;2,00;;;;;;;
