IBGE;UF;Região;Pop_Total2010;Quant_municipios;q19_3;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;q19_2_rec;Idade;Faixas_etarias;d_19_8;d_19_8bin1;d_19_8bin2;d_19_8bin3;d_19_9;d_19_9bin1;d_19_9bin2;d_19_9bin3;d_19_9bin4;d_19_9bin5;d_19_10;d_19_10bin1;d_19_10bin2;d_19_10bin3;d_19_10bin4;d_19_8bin1_sum;d_19_8bin2_sum;d_19_8bin3_sum;d_19_9bin1_sum;d_19_9bin2_sum;d_19_9bin3_sum;d_19_9bin4_sum;d_19_9bin5_sum;d_19_10bin1_sum;d_19_10bin2_sum;d_19_10bin3_sum;d_19_10bin4_sum;nu_trabalhadores
23;CE;Nordeste;8452381;184;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Terceirizado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/03/2000;08/ago/82;37;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Feminino;Ensino Médio Completo;Profissional de nível médio;Terceirizado (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;05/08/2015;25/jul/81;38;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Feminino;Ensino Superior Incompleto;Profissional de nível médio;Terceirizado (a);Técnico(a) de nível Médio;De 21 a 30 horas semanais;;20/nov/80;38;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Feminino;Ensino Médio Incompleto;Profissional de nível médio;Terceirizado (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;01/06/2012;17/jul/81;38;30 a 40 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Empregado (a) Público (a) Celetista (CLT);Técnico(a) de nível superior;De 31 a 40 horas semanais;22/09/2014;01/abr/80;39;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Empregado Público (CLT);#NULO!;Empregado Público (CLT);#NULO!;#NULO!;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;03/05/1984;07/mai/64;55;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 21 a 30 horas semanais;19/04/1982;10/abr/61;58;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Feminino;Ensino Superior Completo;Economista;Servidor/Estatutário (a);Técnico(a) de nível superior;De 41 a 40 horas semanais;20/04/1981;28/abr/56;63;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;29/04/1985;03/abr/53;66;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Masculino;Ensino Superior Incompleto;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;01/11/2016;09/dez/51;67;Mais de 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
24;RN;Nordeste;3168027;167;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;02/01/2019;28/jan/95;24;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;1,00;2,00;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;3,00;#NULO!;3
24;RN;Nordeste;3168027;167;Masculino;Ensino Superior Incompleto;Sem formação profissional;Comissionado (a);Apoio Administrativo;De 31 a 40 horas semanais;;25/abr/92;27;16 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;1,00;2,00;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;3,00;#NULO!;3
24;RN;Nordeste;3168027;167;Feminino;Especialização;Assistente Social;Comissionado (a);Coordenador(a);De 31 a 40 horas semanais;;07/jan/75;44;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;1,00;2,00;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;3,00;#NULO!;3
25;PB;Nordeste;3766528;223;Masculino;Ensino Superior Completo;Médico(a);Servidor (a) Temporário (a);Técnico(a) de nível superior;De 41 a 40 horas semanais;02/02/2007;21/jul/47;72;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;1
26;PE;Nordeste;8796448;185;Feminino;Ensino Superior Completo;Assistente Social;Comissionado (a);Técnico(a) de nível superior;Até 10 horas semanais;;30/jul/92;27;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Ensino Superior Completo;Assistente Social;Terceirizado (a);Técnico(a) de nível superior;Até 10 horas semanais;;02/ago/76;43;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Especialização;Administrador (a);Terceirizado (a);Técnico(a) de nível superior;Até 10 horas semanais;;18/set/68;50;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;Até 10 horas semanais;;10/fev/64;55;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;Até 10 horas semanais;;28/mar/64;55;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Coordenador(a);De 41 a 40 horas semanais;01/05/2015;08/dez/62;56;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Ensino Fundamental Completo;Sem formação profissional;Servidor/Estatutário (a);Outros;Até 10 horas semanais;;28/fev/60;59;51 a 60 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;Até 10 horas semanais;;09/jun/55;64;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;Até 10 horas semanais;;06/dez/53;65;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Terceirizado (a);Técnico(a) de nível superior;Até 10 horas semanais;;29/jan/53;66;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Masculino;Ensino Superior Completo;Advogado (a);Comissionado (a);Outros;De 31 a 40 horas semanais;01/03/2019;14/mar/52;67;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Advogado;#NULO!;#NULO!;#NULO!;Advogado;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;Até 10 horas semanais;;28/mar/51;68;Mais de 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
26;PE;Nordeste;8796448;185;Feminino;Ensino Fundamental Completo;Sem formação profissional;Servidor/Estatutário (a);Técnico(a) de nível Médio;Até 10 horas semanais;;10/fev/47;72;Mais de 60 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;2,00;3,00;8,00;#NULO!;2,00;#NULO!;1,00;#NULO!;8,00;#NULO!;2,00;3,00;13
27;AL;Nordeste;3120494;102;Feminino;Ensino Superior Incompleto;Sem formação profissional;Outro vínculo não permanente;Estagiário(a);De 21 a 30 horas semanais;17/11/2017;22/mar/96;23;16 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Feminino;Ensino Superior Completo;Advogado (a);Comissionado (a);Ordenador(a) de Despesas;De 31 a 40 horas semanais;18/01/2017;07/dez/91;27;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Advogado;#NULO!;#NULO!;#NULO!;Advogado;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Feminino;Especialização;Administrador (a);Outro vínculo não permanente;Estagiário(a);De 21 a 30 horas semanais;06/04/2018;27/ago/91;28;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Masculino;Especialização;Administrador (a);Outro vínculo não permanente;Estagiário(a);De 21 a 30 horas semanais;02/04/2018;22/jan/90;29;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Feminino;Especialização;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;04/08/2016;04/jun/90;29;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Masculino;Especialização;Advogado (a);Comissionado (a);Ordenador(a) de Despesas;De 31 a 40 horas semanais;26/03/2019;17/dez/82;36;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Advogado;#NULO!;#NULO!;#NULO!;Advogado;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Feminino;Especialização;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;12/04/2017;21/set/81;37;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;21/12/2017;24/mai/74;45;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Feminino;Especialização;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;15/01/1981;19/out/61;57;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 21 a 30 horas semanais;11/03/1986;26/mai/60;59;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Masculino;Ensino Superior Incompleto;Profissional de nível médio;Comissionado (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;18/08/2016;18/abr/58;61;Mais de 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;11/02/1982;19/jun/57;62;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Masculino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 21 a 30 horas semanais;13/09/1973;24/jun/53;66;Mais de 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
27;AL;Nordeste;3120494;102;Feminino;Ensino Superior Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;11/02/1984;07/jan/53;66;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;4,00;10,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;5,00;#NULO!;6,00;3,00;14
28;SE;Nordeste;2068017;75;Feminino;Ensino Superior Completo;Contador;Comissionado (a);Técnico(a) de nível superior;De 21 a 30 horas semanais;;09/abr/89;30;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
28;SE;Nordeste;2068017;75;Feminino;Ensino Superior Incompleto;Sem formação profissional;Comissionado (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;01/05/2015;20/nov/88;30;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
28;SE;Nordeste;2068017;75;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Coordenador(a);De 21 a 30 horas semanais;01/08/2017;27/mar/80;39;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
28;SE;Nordeste;2068017;75;Masculino;Ensino Médio Completo;Sem formação profissional;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;01/03/2017;31/dez/63;55;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;3,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
28;SE;Nordeste;2068017;75;Feminino;Ensino Médio Completo;Profissional de nível médio;Comissionado (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;01/06/2018;02/nov/62;56;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
28;SE;Nordeste;2068017;75;Feminino;Ensino Superior Completo;Médico(a);Servidor/Estatutário (a);Ordenador(a) de Despesas;De 41 a 40 horas semanais;01/01/2019;17/mar/60;59;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;3,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
29;BA;Nordeste;14016906;417;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;21/fev/14;5;#NULO!;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;5,00;9,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;#NULO!;9,00;1,00;15
29;BA;Nordeste;14016906;417;Feminino;Ensino Superior Completo;Administrador (a);Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;20/nov/93;25;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;1,00;5,00;9,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;#NULO!;9,00;1,00;15
29;BA;Nordeste;14016906;417;Feminino;Ensino Superior Completo;Administrador (a);Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;26/mar/92;27;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;1,00;5,00;9,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;#NULO!;9,00;1,00;15
