IBGE;NU_IDENTIFICADOR;q47_3;q47_8;q47_9;q47_10;q47_11;q47_12;q47_13;q47_14;q47_15;IBGE7;UF;Regiao;Município;areaKm2;Nome_UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q1;DataCenso;DataCenso_2024;Faixas_etarias;d_47_8;d_47_8bin1;d_47_8bin2;d_47_8bin3;d_47_9;d_47_9bin1;d_47_9bin2;d_47_9bin3;d_47_9bin4;d_47_9bin5;d_47_10;d_47_10bin1;d_47_10bin2;d_47_10bin3;d_47_10bin4;d_47_8bin1_sum;d_47_8bin2_sum;d_47_8bin3_sum;d_47_9bin1_sum;d_47_9bin2_sum;d_47_9bin3_sum;d_47_9bin4_sum;d_47_9bin5_sum;d_47_10bin1_sum;d_47_10bin2_sum;d_47_10bin3_sum;d_47_10bin4_sum;nu_trabalhador;d_47_14_1bin_Gestão;d_47_14_1bin_PAIF;d_47_14_1bin_SCFV;d_47_14_1bin_PSB;d_47_14_1bin_Cadastramento;d_47_14_1bin_Beneficios;d_47_14_1bin_PCF;d_47_14_1bin_Outros;d_47_15_2bin_Gestão;d_47_15_2bin_PAIF;d_47_15_2bin_SCFV;d_47_15_2bin_PSB;d_47_15_2bin_Cadastramento;d_47_15_2bin_Beneficios;d_47_15_2bin_PCF;d_47_15_2bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_47_14_1bin_Gestão_sum;d_47_14_1bin_PAIF_sum;d_47_14_1bin_SCFV_sum;d_47_14_1bin_PSB_sum;d_47_14_1bin_Cadastramento_sum;d_47_14_1bin_Beneficios_sum;d_47_14_1bin_PCF_sum;d_47_14_1bin_Outros_sum;d_47_15_2bin_Gestão_sum;d_47_15_2bin_PAIF_sum;d_47_15_2bin_SCFV_sum;d_47_15_2bin_PSB_sum;d_47_15_2bin_Cadastramento_sum;d_47_15_2bin_Beneficios_sum;d_47_15_2bin_PCF_sum;d_47_15_2bin_Outros_sum
110002;11100021119; Masculino; Médio Completo; Sem formação profissional; Comissionada(o); Apoio Administrativo; De 31 a 40 horas semanais;01/01/2021; Atividades de gestão (administrativo); Outros;1100023;Rondonia;Região Norte; ;4426,571;RO;96833;Medio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;3;10;2;3;0;0;4;5;2;4;2;13;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;4;6; ;1; ; ; ;2;9;1; ; ; ; ; ;3
110002;11100021119; Feminino; Médio Completo; Sem formação profissional; Servidor(a)/Estatutário(a);Serviços Gerais (limpeza, conservação, motoristas, etc.); De 31 a 40 horas semanais;01/04/2002; Outros; Atividades de gestão (administrativo);1100023;Rondonia;Região Norte; ;4426,571;RO;96833;Medio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;3;10;2;3;0;0;4;5;2;4;2;13; ; ; ; ; ; ; ;Outros;Gestão; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;4;6; ;1; ; ; ;2;9;1; ; ; ; ; ;3
110002;11100021119; Feminino;Superior Completo;Assistente Social; Empregada(o) Pública(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;08/07/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Atividades de gestão (administrativo);1100023;Rondonia;Região Norte; ;4426,571;RO;96833;Medio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;0;3;10;2;3;0;0;4;5;2;4;2;13; ;PAIF; ; ; ; ; ; ;Gestão; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;4;6; ;1; ; ; ;2;9;1; ; ; ; ; ;3
110002;11100021119; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 31 a 40 horas semanais;29/05/2012; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Atividades de gestão (administrativo);1100023;Rondonia;Região Norte; ;4426,571;RO;96833;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;3;10;2;3;0;0;4;5;2;4;2;13; ;PAIF; ; ; ; ; ; ;Gestão; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;4;6; ;1; ; ; ;2;9;1; ; ; ; ; ;3
110002;11100021119; Feminino;Superior Completo;Assistente Social; Empregada(o) Pública(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/07/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Atividades de gestão (administrativo);1100023;Rondonia;Região Norte; ;4426,571;RO;96833;Medio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;0;3;10;2;3;0;0;4;5;2;4;2;13; ;PAIF; ; ; ; ; ; ;Gestão; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;4;6; ;1; ; ; ;2;9;1; ; ; ; ; ;3
110004;11100042911; Feminino; Médio Completo; Sem formação profissional; Comissionada(o); Educador(a) Social; De 31 a 40 horas semanais;01/04/2024; Serviço Especializado em Abordagem Social; Outros;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ;1; ; ; ;1;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino; Especialização; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;15/07/2023; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;03/07/2023; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;10/07/2023; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino; Especialização;Advogada(o); Comissionada(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;09/06/2023; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade); Outros;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Comissionado; ; ;Comissionado; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ;1; ; ; ; ;1;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino;Superior Completo;Outra(o) profissional de nível superior; Terceirizada(o); Apoio Administrativo; De 31 a 40 horas semanais;12/02/2024; Atividades de gestão (administrativo); Outros;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;2;10;1;5;0;1;2;6;0;5;1;12;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Masculino;Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;07/01/2022; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Comissionado; ; ;Comissionado; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino; Médio Completo; Profissional de nível médio; Servidor(a)/Estatutário(a);Serviços Gerais (limpeza, conservação, motoristas, etc.); De 31 a 40 horas semanais;23/08/2004; Outros; ;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;04/08/2023; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade); Serviço Especializado em Abordagem Social;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ; ;1;1; ; ; ; ;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino;Superior Completo;Assistente Social; Comissionada(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2021; Serviço Especializado em Abordagem Social; Outros;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ;1; ; ; ;1;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;09/01/2023; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;10;1;5;0;1;2;6;0;5;1;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110004;11100042911; Feminino; Especialização; Pedagoga(o); Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;02/09/2024; Atividades de gestão (administrativo); Outros;1100049;Rondonia;Região Norte; ;3793;RO;86887;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Comissionado; ; ;Comissionado; ;0;2;10;1;5;0;1;2;6;0;5;1;12;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;2;5;2;2; ; ; ;1; ; ; ;1; ;3; ;7
110005;11100051514; Feminino; Médio Completo; Sem formação profissional; Servidor(a)/Estatutário(a);Serviços Gerais (limpeza, conservação, motoristas, etc.); De 31 a 40 horas semanais;01/04/2016; Outros; ;1100056;Rondonia;Região Norte; ;2783,3;RO;15890;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;3;0;1;0;0;1;4;0;1;0;5; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2;1; ;1; ;1; ; ; 
110005;11100051514; Feminino;Superior Completo;Outra(o) profissional de nível superior; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;27/01/2022; Atividades de gestão (administrativo); ;1100056;Rondonia;Região Norte; ;2783,3;RO;15890;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;2;3;0;1;0;0;1;4;0;1;0;5;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;2; ; ; ; ; ;2;1; ;1; ;1; ; ; 
110005;11100051514; Feminino;Superior Completo; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 31 a 40 horas semanais;09/12/2022; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias;1100056;Rondonia;Região Norte; ;2783,3;RO;15890;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;3;0;1;0;0;1;4;0;1;0;5; ;PAIF; ; ; ; ; ; ; ; ; ; ;Cadastramento e/ou Atualização Cadastral (CadÚnico); ; ; ; ;1; ; ;1; ; ; ;1;2; ; ; ; ; ;2;1; ;1; ;1; ; ; 
110005;11100051514; Feminino; Especialização;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/06/2008; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);1100056;Rondonia;Região Norte; ;2783,3;RO;15890;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;3;0;1;0;0;1;4;0;1;0;5; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;2;1; ;1; ;1; ; ; 
110005;11100051514; Masculino; Médio Completo; Sem formação profissional; Servidor(a)/Estatutário(a); Apoio Administrativo; De 31 a 40 horas semanais;01/02/2012; Outros; Atividades de gestão (administrativo);1100056;Rondonia;Região Norte; ;2783,3;RO;15890;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;Mais de 60 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;3;0;1;0;0;1;4;0;1;0;5; ; ; ; ; ; ; ;Outros;Gestão; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2;1; ;1; ;1; ; ; 
110010;11100102998; Feminino;Superior Completo; Psicóloga(o); Empregada(o) Pública(o) (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;02/08/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Empregado Público (CLT); ;Empregado Público (CLT); ; ;1;1;8;0;2;0;0;2;5;5;0;0;10; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110010;11100102998; Feminino;Superior Completo;Outra(o) profissional de nível superior; Servidor(a)/Estatutário(a); Educador(a) Social; De 31 a 40 horas semanais;07/05/2020; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade); Outros;1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;1;8;0;2;0;0;2;5;5;0;0;10; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ;1; ; ; ; ;1;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110010;11100102998; Masculino;Superior Completo;Administração pública/Gestão; Empregada(o) Pública(o) (CLT); Apoio Administrativo; De 31 a 40 horas semanais;12/03/2024; Outros; ;1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;1;1;8;0;2;0;0;2;5;5;0;0;10; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110010;11100102998; Feminino; Fundamental Incompleto; Sem formação profissional; Servidor(a)/Estatutário(a);Serviços Gerais (limpeza, conservação, motoristas, etc.); De 31 a 40 horas semanais;11/04/1994; ; ;1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;1;8;0;2;0;0;2;5;5;0;0;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110010;11100102998; Feminino;Superior Completo;Assistente Social; Empregada(o) Pública(o) (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;12/03/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias;1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;1;1;8;0;2;0;0;2;5;5;0;0;10; ;PAIF; ; ; ; ; ; ; ; ; ; ;Cadastramento e/ou Atualização Cadastral (CadÚnico); ; ; ; ;1; ; ;1; ; ; ;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110010;11100102998; Feminino; Especialização; Psicóloga(o); Empregada(o) Pública(o) (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;05/08/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias;1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Empregado Público (CLT); ;Empregado Público (CLT); ; ;1;1;8;0;2;0;0;2;5;5;0;0;10; ;PAIF; ; ; ; ; ; ; ; ; ; ;Cadastramento e/ou Atualização Cadastral (CadÚnico); ; ; ; ;1; ; ;1; ; ; ;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110010;11100102998; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 31 a 40 horas semanais;29/06/2018; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;1;8;0;2;0;0;2;5;5;0;0;10; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110010;11100102998; Feminino; Especialização;Outra(o) profissional de nível superior; Servidor(a)/Estatutário(a); Educador(a) Social; De 31 a 40 horas semanais;15/03/2019; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço Especializado em Abordagem Social;1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;1;8;0;2;0;0;2;5;5;0;0;10; ;PAIF; ; ; ; ; ; ; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ;1; ;1; ; ; ; ;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110010;11100102998; Feminino;Superior Completo;Outra(o) profissional de nível superior; Servidor(a)/Estatutário(a); Coordenador(a); De 31 a 40 horas semanais;07/05/2020; Atividades de gestão (administrativo); Cadastramento e/ou Atualização cadastral (Cadúnico);1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;1;8;0;2;0;0;2;5;5;0;0;10;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ;Programa Criança Feliz; ;1; ; ; ; ; ;1; ;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110010;11100102998; Masculino; Médio Completo; Profissional de nível médio; Empregada(o) Pública(o) (CLT); Outros; De 31 a 40 horas semanais;03/04/2024; Outros; ;1100106;Rondonia;Região Norte; ;24856,877;RO;39387;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;1;1;8;0;2;0;0;2;5;5;0;0;10; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1; ; ; ; ;2; ; ;2;1;2; ;1;1
110011;11100112887; Masculino;Superior Completo; Psicóloga(o); Empregada(o) Pública(o) (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;19/03/2024; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade); Outros;1100114;Rondonia;Região Norte; ;2944,128;RO;50591;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Empregado Público (CLT); ;Empregado Público (CLT); ; ;1;2;5;0;2;0;0;2;3;2;3;0;8; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ;1; ; ; ; ;1;1;2;1;1; ; ; ;2; ;1; ; ;2; ; ;1
110011;11100112887; Feminino;Superior Completo;Outra(o) profissional de nível superior; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;27/06/2022; Atividades de gestão (administrativo); ;1100114;Rondonia;Região Norte; ;2944,128;RO;50591;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;1;2;5;0;2;0;0;2;3;2;3;0;8;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;2;1;1; ; ; ;2; ;1; ; ;2; ; ;1
110011;11100112887; Feminino;Superior Completo; Psicóloga(o); Empregada(o) Pública(o) (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;20/03/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias;1100114;Rondonia;Região Norte; ;2944,128;RO;50591;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Empregado Público (CLT); ;Empregado Público (CLT); ; ;1;2;5;0;2;0;0;2;3;2;3;0;8; ;PAIF; ; ; ; ; ; ; ; ; ; ;Cadastramento e/ou Atualização Cadastral (CadÚnico); ; ; ; ;1; ; ;1; ; ; ;1;2;1;1; ; ; ;2; ;1; ; ;2; ; ;1
