IBGE;NU_IDENTIFICADOR;q47_3;q47_8;q47_9;q47_10;q47_11;q47_12;q47_13;q47_14;q47_15;IBGE7;UF;Regiao;Município;areaKm2;Nome_UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q1;DataCenso;DataCenso_2024;Faixas_etarias;d_47_8;d_47_8bin1;d_47_8bin2;d_47_8bin3;d_47_9;d_47_9bin1;d_47_9bin2;d_47_9bin3;d_47_9bin4;d_47_9bin5;d_47_10;d_47_10bin1;d_47_10bin2;d_47_10bin3;d_47_10bin4;d_47_8bin1_sum;d_47_8bin2_sum;d_47_8bin3_sum;d_47_9bin1_sum;d_47_9bin2_sum;d_47_9bin3_sum;d_47_9bin4_sum;d_47_9bin5_sum;d_47_10bin1_sum;d_47_10bin2_sum;d_47_10bin3_sum;d_47_10bin4_sum;nu_trabalhador;d_47_14_1bin_Gestão;d_47_14_1bin_PAIF;d_47_14_1bin_SCFV;d_47_14_1bin_PSB;d_47_14_1bin_Cadastramento;d_47_14_1bin_Beneficios;d_47_14_1bin_PCF;d_47_14_1bin_Outros;d_47_15_2bin_Gestão;d_47_15_2bin_PAIF;d_47_15_2bin_SCFV;d_47_15_2bin_PSB;d_47_15_2bin_Cadastramento;d_47_15_2bin_Beneficios;d_47_15_2bin_PCF;d_47_15_2bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_47_14_1bin_Gestão_sum;d_47_14_1bin_PAIF_sum;d_47_14_1bin_SCFV_sum;d_47_14_1bin_PSB_sum;d_47_14_1bin_Cadastramento_sum;d_47_14_1bin_Beneficios_sum;d_47_14_1bin_PCF_sum;d_47_14_1bin_Outros_sum;d_47_15_2bin_Gestão_sum;d_47_15_2bin_PAIF_sum;d_47_15_2bin_SCFV_sum;d_47_15_2bin_PSB_sum;d_47_15_2bin_Cadastramento_sum;d_47_15_2bin_Beneficios_sum;d_47_15_2bin_PCF_sum;d_47_15_2bin_Outros_sum
431870;14318701605; Feminino; Superior Incompleto; Profissional de nível médio; Servidor(a)/Estatutário(a); Outros; De 21 a 30 horas semanais;01/03/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);4318705;Rio Grande do Sul;Região Sul; ;103,009;RS;217409;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;7;1;3;0;0;3;9;0;1;2;12; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;1;9; ; ; ; ; ;1; ; ;7; ;3; ; ; 
431890;14318901854; Masculino; Especialização;Advogada(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 11 a 20 horas semanais;11/04/2016; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;4318903;Rio Grande do Sul;Região Sul; ;1295,522;RS;34752;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;4;0;1;0;1;2;4;0;0;0;4; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;PAIF; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1;2;1; ; ; ; ; ; ;2; ; ; ; ; ;2
431890;14318901854; Feminino; Especialização; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 11 a 20 horas semanais;05/03/2018; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;4318903;Rio Grande do Sul;Região Sul; ;1295,522;RS;34752;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;4;0;1;0;1;2;4;0;0;0;4; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;1;2;1; ; ; ; ; ; ;2; ; ; ; ; ;2
431890;14318901854; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Coordenador(a); De 21 a 30 horas semanais;01/01/2021; Atividades de gestão (administrativo); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;4318903;Rio Grande do Sul;Região Sul; ;1295,522;RS;34752;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;4;0;1;0;1;2;4;0;0;0;4;Gestão; ; ; ; ; ; ; ; ;PAIF; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;2;1; ; ; ; ; ; ;2; ; ; ; ; ;2
431890;14318901854; Feminino; Especialização; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 11 a 20 horas semanais;23/02/2018; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;4318903;Rio Grande do Sul;Região Sul; ;1295,522;RS;34752;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;4;0;1;0;1;2;4;0;0;0;4; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;1;2;1; ; ; ; ; ; ;2; ; ; ; ; ;2
431900;14319003267; Feminino; Especialização;Outra(o) profissional de nível superior; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;05/07/2024; Atividades de gestão (administrativo); Outros;4319000;Rio Grande do Sul;Região Sul; ;256,159;RS;21084;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;3;0;1;0;0;1;2;0;1;0;3;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;1;2; ; ; ; ; ; ; ; ;2; ; ; ; ;1
431900;14319003267; Feminino;Mestrado;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 11 a 20 horas semanais;01/02/2019; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);4319000;Rio Grande do Sul;Região Sul; ;256,159;RS;21084;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;3;0;1;0;0;1;2;0;1;0;3; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ; ; ; ;1
431900;14319003267; Feminino;Superior Completo; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 11 a 20 horas semanais;01/03/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);4319000;Rio Grande do Sul;Região Sul; ;256,159;RS;21084;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;3;0;1;0;0;1;2;0;1;0;3; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ; ; ; ;1
432000;14320000612; Feminino;Superior Completo; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;06/03/2013; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Feminino;Superior Completo; Administrador(a); Servidor(a)/Estatutário(a); Apoio Administrativo; De 21 a 30 horas semanais;08/06/2010; Atividades de gestão (administrativo); ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;21/09/2020; Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias; ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12; ; ; ; ;Cadastramento e/ou Atualização Cadastral (CadÚnico); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Masculino; Médio Incompleto; Sem formação profissional; Outro vínculo não permanente;Estagiário(a); De 31 a 40 horas semanais;24/01/2024; ; ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 17 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;2;9;1;4;0;0;3;10;0;1;1;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Feminino; Médio Completo; Sem formação profissional; Comissionada(o); Apoio Administrativo; De 31 a 40 horas semanais;01/01/2021; Serviço Especializado em Abordagem Social; ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;1;2;9;1;4;0;0;3;10;0;1;1;12; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Masculino; Médio Completo; Sem formação profissional; Servidor(a)/Estatutário(a); Apoio Administrativo; De 31 a 40 horas semanais;19/04/2021; Outros; ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Feminino;Superior Completo; Pedagoga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;19/06/2013; Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias; ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12; ; ; ; ;Cadastramento e/ou Atualização Cadastral (CadÚnico); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;02/05/2019; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Feminino;Superior Completo; Psicóloga(o); Servidor(a)/Estatutário(a); Coordenador(a); De 21 a 30 horas semanais;21/05/2014; Atividades de gestão (administrativo); ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;17/05/2023; Serviço Especializado em Abordagem Social; ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Masculino; Especialização; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;07/03/2013; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade); ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432000;14320000612; Feminino; Especialização;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;06/03/2013; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;4320008;Rio Grande do Sul;Região Sul; ;58,247;RS;132107;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;2;9;1;4;0;0;3;10;0;1;1;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;3;1;2;2; ; ;1; ; ; ; ; ; ; ; 
432080;14320802882; Feminino;Superior Completo;Advogada(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;12/05/2017; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias;4320800;Rio Grande do Sul;Região Sul; ;1215,056;RS;29991;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;5;0;2;0;1;2;2;0;0;4;6; ;PAIF; ; ; ; ; ; ; ; ; ; ;Cadastramento e/ou Atualização Cadastral (CadÚnico); ; ; ; ;1; ; ;1; ; ; ;2;4; ; ; ; ; ; ; ; ;1;1;1;1; ;1
432080;14320802882; Feminino;Mestrado; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/07/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço Especializado em Abordagem Social;4320800;Rio Grande do Sul;Região Sul; ;1215,056;RS;29991;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;5;0;2;0;1;2;2;0;0;4;6; ;PAIF; ; ; ; ; ; ; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ;1; ;1; ; ; ; ;2;4; ; ; ; ; ; ; ; ;1;1;1;1; ;1
432080;14320802882; Feminino;Superior Completo;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;12/04/2022; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;4320800;Rio Grande do Sul;Região Sul; ;1215,056;RS;29991;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;5;0;2;0;1;2;2;0;0;4;6; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;2;4; ; ; ; ; ; ; ; ;1;1;1;1; ;1
432080;14320802882; Feminino; Especialização;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/07/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);4320800;Rio Grande do Sul;Região Sul; ;1215,056;RS;29991;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;5;0;2;0;1;2;2;0;0;4;6; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ;1;1;1;1; ;1
432080;14320802882; Feminino;Superior Completo; Psicóloga(o); Servidor(a)/Estatutário(a); Coordenador(a); De 31 a 40 horas semanais;20/06/2023; Atividades de gestão (administrativo); ;4320800;Rio Grande do Sul;Região Sul; ;1215,056;RS;29991;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;5;0;2;0;1;2;2;0;0;4;6;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ;1;1;1;1; ;1
432080;14320802882; Feminino; Superior Incompleto; Profissional de nível médio; Servidor(a)/Estatutário(a); Apoio Administrativo; De 31 a 40 horas semanais;03/05/2022; Atividades de gestão (administrativo); Outros;4320800;Rio Grande do Sul;Região Sul; ;1215,056;RS;29991;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;5;0;2;0;1;2;2;0;0;4;6;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;2;4; ; ; ; ; ; ; ; ;1;1;1;1; ;1
432120;14321203049; Feminino; Fundamental Completo; Sem formação profissional; Servidor(a)/Estatutário(a); Apoio Administrativo; De 31 a 40 horas semanais;01/01/2012; ; ;4321204;Rio Grande do Sul;Região Sul; ;452,572;RS;53242;Medio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;2;2;9;1;5;0;1;3;4;1;5;3;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;1;2; ; ; ; ; ; ; ; ; ;5; ;5
432120;14321203049; Feminino;Superior Completo; Pedagoga(o); Comissionada(o); Outros; De 31 a 40 horas semanais;05/07/2024; Atividades de gestão (administrativo); Outros;4321204;Rio Grande do Sul;Região Sul; ;452,572;RS;53242;Medio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Comissionado; ; ;Comissionado; ;2;2;9;1;5;0;1;3;4;1;5;3;13;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;3;5;1;2; ; ; ; ; ; ; ; ; ;5; ;5
432120;14321203049; Feminino;Superior Completo;Advogada(o); Comissionada(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;22/02/2023; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade); Outros;4321204;Rio Grande do Sul;Região Sul; ;452,572;RS;53242;Medio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Comissionado; ; ;Comissionado; ;2;2;9;1;5;0;1;3;4;1;5;3;13; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ;1; ; ; ; ;1;3;5;1;2; ; ; ; ; ; ; ; ; ;5; ;5
432120;14321203049; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;14/08/2023; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;4321204;Rio Grande do Sul;Região Sul; ;452,572;RS;53242;Medio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;2;2;9;1;5;0;1;3;4;1;5;3;13; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;3;5;1;2; ; ; ; ; ; ; ; ; ;5; ;5
432120;14321203049; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;25/04/2022; Serviço Especializado em Abordagem Social; Outros;4321204;Rio Grande do Sul;Região Sul; ;452,572;RS;53242;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;2;2;9;1;5;0;1;3;4;1;5;3;13; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ;1; ; ; ;1;3;5;1;2; ; ; ; ; ; ; ; ; ;5; ;5
432120;14321203049; Feminino;Superior Completo;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;10/01/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;4321204;Rio Grande do Sul;Região Sul; ;452,572;RS;53242;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;2;9;1;5;0;1;3;4;1;5;3;13; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;3;5;1;2; ; ; ; ; ; ; ; ; ;5; ;5
432120;14321203049; Masculino; Fundamental Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;09/07/0024; ; ;4321204;Rio Grande do Sul;Região Sul; ;452,572;RS;53242;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível fundamental;Nível fundamental; ; ;Psicólogo; ; ; ; ;Psicólogo;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;2;9;1;5;0;1;3;4;1;5;3;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;1;2; ; ; ; ; ; ; ; ; ;5; ;5
432120;14321203049; Feminino;Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;07/11/2017; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;4321204;Rio Grande do Sul;Região Sul; ;452,572;RS;53242;Medio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Comissionado; ; ;Comissionado; ;2;2;9;1;5;0;1;3;4;1;5;3;13; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;3;5;1;2; ; ; ; ; ; ; ; ; ;5; ;5
432120;14321203049; Feminino;Superior Completo; Psicóloga(o); Empregada(o) Pública(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;20/07/2023; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;4321204;Rio Grande do Sul;Região Sul; ;452,572;RS;53242;Medio;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Empregado Público (CLT); ;Empregado Público (CLT); ; ;2;2;9;1;5;0;1;3;4;1;5;3;13; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;3;5;1;2; ; ; ; ; ; ; ; ; ;5; ;5
