NU_IDENTIFICADOR;IBGE;q40_3;q40_8;q40_9;q40_10;q40_11;q40_12;q40_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d40_8;d40_8bin1;d40_8bin2;d40_8bin3;d40_9;d40_9bin1;d40_9bin2;d40_9bin3;d40_9bin4;d40_9bin5;d40_10;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_8bin1_sum;d40_8bin2_sum;d40_8bin3_sum;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_9bin4_sum;d40_9bin5_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;nu_trabalhador
483453;230740;0;257;275;266;370;272;01/07/2016;2307403;23;2;Jucás;23807;14150;9657;Pequeno II;937,189;0;31.08.2022;8/31/2022;5;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1; ;3;3;1;1; ; ; ; ; ;1;5;6
483455;251740;0;257;273;292;21;20;01/06/2022;2517407;25;2;Zabelê;2075;1472;603;Pequeno I;109,394;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ; ;1; ;1; ; ; ; ; ;1; ;1
483478;230950;1;255;238;142;370;272;09/02/2014;2309508;23;2;Orós;21389;16023;5366;Pequeno II;576,27;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;2;2; ;1; ; ; ; ; ; ;4;4
483478;230950;0;257;273;266;21;20;04/01/2021;2309508;23;2;Orós;21389;16023;5366;Pequeno II;576,27;0;31.08.2022;8/31/2022;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;2; ;1; ; ; ; ; ; ;4;4
483478;230950;0;255;238;142;370;20;03/02/2014;2309508;23;2;Orós;21389;16023;5366;Pequeno II;576,27;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;2;2; ;1; ; ; ; ; ; ;4;4
483478;230950;1;257;240;142;370;20;07/04/2014;2309508;23;2;Orós;21389;16023;5366;Pequeno II;576,27;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;2;2; ;1; ; ; ; ; ; ;4;4
483480;230780;0;255;238;138;252;20;02/01/2017;2307809;23;2;Marco;24703;15435;9268;Pequeno II;574,138;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;6;2;1;1; ; ; ;6; ;1;1;8
483480;230780;0;255;238;138;251;18;02/01/2017;2307809;23;2;Marco;24703;15435;9268;Pequeno II;574,138;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;6;2;1;1; ; ; ;6; ;1;1;8
483480;230780;0;257;273;292;21;20;02/01/2017;2307809;23;2;Marco;24703;15435;9268;Pequeno II;574,138;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;6;2;1;1; ; ; ;6; ;1;1;8
483480;230780;0;257;275;138;370;20;02/01/2017;2307809;23;2;Marco;24703;15435;9268;Pequeno II;574,138;0;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ; ;6;2;1;1; ; ; ;6; ;1;1;8
483480;230780;0;256;235;138;370;20;02/01/2017;2307809;23;2;Marco;24703;15435;9268;Pequeno II;574,138;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;6;2;1;1; ; ; ;6; ;1;1;8
483480;230780;0;256;238;138;250;20;02/01/2017;2307809;23;2;Marco;24703;15435;9268;Pequeno II;574,138;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;6;2;1;1; ; ; ;6; ;1;1;8
483480;230780;0;255;235;138;251;20;04/06/1996;2307809;23;2;Marco;24703;15435;9268;Pequeno II;574,138;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;6;2;1;1; ; ; ;6; ;1;1;8
483480;230780;0;255;238;266;250;20;01/07/2021;2307809;23;2;Marco;24703;15435;9268;Pequeno II;574,138;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6;2;1;1; ; ; ;6; ;1;1;8
483544;230020;0;255;238;293;370;20;04/01/2021;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;0;257;273;292;249;20;24/05/2021;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;0;255;238;266;370;20;07/03/2022;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;1;256;237;292;21;20;01/01/2021;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;0;255;238;266;370;20;01/01/2021;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;0;255;238;266;370;20;15/03/2022;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;1;257;237;266;370;20;01/06/2021;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;1;255;238;293;370;20;04/01/2021;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;1;255;238;293;370;20;01/02/2021;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;0;255;238;293;370;20;04/01/2021;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;1;255;238;266;370;20;01/07/2022;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;1;255;238;266;370;20;07/03/2022;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;1;255;238;266;370;20;07/03/2022;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;12;2; ;1; ; ; ;1; ;2;11;14
483544;230020;0;255;238;138;251;20;01/05/2021;2300200;23;2;Acaraú;57551;28242;29309;Médio;842,559;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;12;2; ;1; ; ; ;1; ;2;11;14
483569;150590;1;255;238;266;370;20;10/02/2021;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;0;257;273;266;249;18;01/03/2019;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;1;255;238;266;370;20;10/08/2021;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;1;255;238;138;370;20;01/03/2019;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;1;255;238;266;370;20;02/01/2017;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;1;253;239;266;370;20;01/03/2019;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;3;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;1;255;238;266;370;20;02/01/2020;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;1;253;239;266;370;20;01/03/2019;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;2;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;1;255;238;266;370;20;15/08/2021;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;0;257;273;266;249;18;02/01/2017;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;1;256;239;266;21;20;02/06/2019;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;8;2; ;2; ; ; ;2; ; ;10;12
483569;150590;0;255;239;138;252;20;01/03/2019;1505908;15;1;Porto de Moz;33956;14583;19373;Pequeno II;17423,017;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;2;8;2; ;2; ; ; ;2; ; ;10;12
483584;292520;0;255;238;266;252;20;01/02/2022;2925204;29;2;Pojuca;33066;28378;4688;Pequeno II;308,702;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6;1; ; ; ; ; ; ; ;5;2;7
483584;292520;0;257;237;292;370;20;16/03/2021;2925204;29;2;Pojuca;33066;28378;4688;Pequeno II;308,702;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;6;1; ; ; ; ; ; ; ;5;2;7
483584;292520;0;256;238;292;370;20;06/01/2021;2925204;29;2;Pojuca;33066;28378;4688;Pequeno II;308,702;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;6;1; ; ; ; ; ; ; ;5;2;7
483584;292520;0;256;238;142;370;20;08/01/2021;2925204;29;2;Pojuca;33066;28378;4688;Pequeno II;308,702;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6;1; ; ; ; ; ; ; ;5;2;7
483584;292520;0;256;238;292;370;20;18/03/2021;2925204;29;2;Pojuca;33066;28378;4688;Pequeno II;308,702;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;6;1; ; ; ; ; ; ; ;5;2;7
483584;292520;0;255;238;292;251;20;08/01/2017;2925204;29;2;Pojuca;33066;28378;4688;Pequeno II;308,702;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;6;1; ; ; ; ; ; ; ;5;2;7
483584;292520;0;256;238;292;21;20;06/01/2021;2925204;29;2;Pojuca;33066;28378;4688;Pequeno II;308,702;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;6;1; ; ; ; ; ; ; ;5;2;7
483601;420200;0;257;273;138;249;18;12/02/2019;4202008;42;4;Balneário Camboriú;108089;108089;0;Grande;46,244;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;3;4; ;1; ; ; ;4;2;1; ;7
483601;420200;0;257;237;139;370;20;14/03/2022;4202008;42;4;Balneário Camboriú;108089;108089;0;Grande;46,244;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ; ;3;4; ;1; ; ; ;4;2;1; ;7
483601;420200;0;256;238;138;370;20;01/09/2021;4202008;42;4;Balneário Camboriú;108089;108089;0;Grande;46,244;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;3;4; ;1; ; ; ;4;2;1; ;7
483601;420200;0;258;238;138;370;20;01/09/2021;4202008;42;4;Balneário Camboriú;108089;108089;0;Grande;46,244;0;31.08.2022;8/31/2022;3;2; ; ;1;6; ; ; ; ; ;1;1; ; ; ; ;3;4; ;1; ; ; ;4;2;1; ;7
483601;420200;1;255;239;292;21;20;09/05/2020;4202008;42;4;Balneário Camboriú;108089;108089;0;Grande;46,244;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;3;4; ;1; ; ; ;4;2;1; ;7
483601;420200;0;256;239;139;253;18;04/04/2022;4202008;42;4;Balneário Camboriú;108089;108089;0;Grande;46,244;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ; ;3;4; ;1; ; ; ;4;2;1; ;7
483601;420200;1;257;237;138;370;20;01/09/2021;4202008;42;4;Balneário Camboriú;108089;108089;0;Grande;46,244;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;3;4; ;1; ; ; ;4;2;1; ;7
483622;230570;0;255;239;292;21;20;04/01/2021;2305704;23;2;Ipaumirim;12009;7133;4876;Pequeno I;275,159;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;1;3;2; ;1; ; ; ;3; ;1;2;6
483622;230570;0;254;239;266;251;20;04/01/2021;2305704;23;2;Ipaumirim;12009;7133;4876;Pequeno I;275,159;0;31.08.2022;8/31/2022;3;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;3;2; ;1; ; ; ;3; ;1;2;6
483622;230570;1;255;238;138;370;20;17/12/2008;2305704;23;2;Ipaumirim;12009;7133;4876;Pequeno I;275,159;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;3;2; ;1; ; ; ;3; ;1;2;6
483622;230570;0;257;273;266;249;18;01/02/2022;2305704;23;2;Ipaumirim;12009;7133;4876;Pequeno I;275,159;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;3;2; ;1; ; ; ;3; ;1;2;6
483622;230570;0;257;238;138;370;20;16/02/2012;2305704;23;2;Ipaumirim;12009;7133;4876;Pequeno I;275,159;0;31.08.2022;8/31/2022;4;2; ; ;1;6; ; ; ; ; ;1;1; ; ; ;1;3;2; ;1; ; ; ;3; ;1;2;6
483622;230570;1;255;238;138;250;20;21/05/2007;2305704;23;2;Ipaumirim;12009;7133;4876;Pequeno I;275,159;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;3;2; ;1; ; ; ;3; ;1;2;6
483672;316447;0;255;239;292;21;20;07/01/2021;3164472;31;3;São Sebastião do Anta;5739;4210;1529;Pequeno I;80,618;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ;1
483698;314345;1;255;238;266;21;20;18/01/2021;3143450;31;3;Montezuma;7464;3079;4385;Pequeno I;1130,419;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1
483712;330550;0;256;239;142;251;20;01/08/2022;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;255;239;142;251;20;01/08/2022;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;255;238;292;251;20;01/01/2021;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;1;255;238;292;251;20;01/01/2017;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;1;255;238;292;251;20;01/01/2017;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;1;257;237;138;21;20;01/01/2010;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;255;238;292;251;20;01/01/2021;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;1;256;239;142;251;20;01/08/2022;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;256;238;292;251;20;01/08/2022;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;255;238;292;370;20;01/01/2017;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;255;238;292;370;20;01/07/2019;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;1;257;237;142;251;20;01/08/2022;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;256;238;292;251;20;01/08/2022;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;255;238;142;251;20;01/10/2019;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;256;239;292;251;20;01/08/2022;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;255;238;292;251;20;12/08/2019;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;15;2; ; ; ; ; ;1; ;10;6;17
483712;330550;0;255;239;142;251;20;01/08/2022;3305505;33;3;Saquarema;74234;70456;3778;Médio;352,802;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;15;2; ; ; ; ; ;1; ;10;6;17
483714;270680;0;255;239;138;370;20;12/05/2022;2706802;27;2;Piaçabuçu;17203;10436;6767;Pequeno I;240,014;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;5;1; ; ; ; ; ;1; ; ;5;6
483714;270680;0;255;239;266;370;20;01/03/2021;2706802;27;2;Piaçabuçu;17203;10436;6767;Pequeno I;240,014;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;5;1; ; ; ; ; ;1; ; ;5;6
483714;270680;0;255;239;266;21;20;28/07/2022;2706802;27;2;Piaçabuçu;17203;10436;6767;Pequeno I;240,014;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;5;1; ; ; ; ; ;1; ; ;5;6
483714;270680;0;257;239;266;370;20;01/02/2019;2706802;27;2;Piaçabuçu;17203;10436;6767;Pequeno I;240,014;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;5;1; ; ; ; ; ;1; ; ;5;6
483714;270680;1;255;239;266;370;20;01/03/2021;2706802;27;2;Piaçabuçu;17203;10436;6767;Pequeno I;240,014;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;5;1; ; ; ; ; ;1; ; ;5;6
483714;270680;1;255;239;266;370;20;03/05/2022;2706802;27;2;Piaçabuçu;17203;10436;6767;Pequeno I;240,014;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;5;1; ; ; ; ; ;1; ; ;5;6
483747;230655;1;256;238;138;21;20;03/05/2021;2306553;23;2;Itarema;37471;15938;21533;Pequeno II;720,664;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;4; ; ; ; ; ; ;4; ; ; ;4
483747;230655;0;256;238;138;370;20;03/02/2020;2306553;23;2;Itarema;37471;15938;21533;Pequeno II;720,664;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;4; ; ; ; ; ; ;4; ; ; ;4
483747;230655;0;255;238;138;251;20;18/04/2005;2306553;23;2;Itarema;37471;15938;21533;Pequeno II;720,664;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;4; ; ; ; ; ; ;4; ; ; ;4
483747;230655;0;255;239;138;370;20;15/07/2003;2306553;23;2;Itarema;37471;15938;21533;Pequeno II;720,664;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;4; ; ; ; ; ; ;4; ; ; ;4
483748;292320;1;254;239;138;252;20;21/09/2018;2923209;29;2;Oliveira dos Brejinhos;21831;6584;15247;Pequeno II;3313,418;0;31.08.2022;8/31/2022;3;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;1;2;1; ; ; ; ; ;1; ; ;3;4
483748;292320;1;255;238;266;370;20;04/01/2021;2923209;29;2;Oliveira dos Brejinhos;21831;6584;15247;Pequeno II;3313,418;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;2;1; ; ; ; ; ;1; ; ;3;4
483748;292320;1;255;238;266;370;20;04/01/2021;2923209;29;2;Oliveira dos Brejinhos;21831;6584;15247;Pequeno II;3313,418;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;2;1; ; ; ; ; ;1; ; ;3;4
483748;292320;0;257;237;266;21;20;04/01/2021;2923209;29;2;Oliveira dos Brejinhos;21831;6584;15247;Pequeno II;3313,418;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;2;1; ; ; ; ; ;1; ; ;3;4
483792;270230;1;255;239;266;370;20;16/08/2021;2702306;27;2;Coruripe;52130;46043;6087;Médio;898,626;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;1; ; ; ;1; ; ; ; ;9;9
483792;270230;1;256;239;266;370;263;01/03/2021;2702306;27;2;Coruripe;52130;46043;6087;Médio;898,626;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;1; ; ; ;1; ; ; ; ;9;9
483792;270230;1;257;232;266;21;20;17/08/2022;2702306;27;2;Coruripe;52130;46043;6087;Médio;898,626;0;31.08.2022;8/31/2022;3;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1; ;8;1; ; ; ;1; ; ; ; ;9;9
483792;270230;0;255;239;266;370;263;01/02/2021;2702306;27;2;Coruripe;52130;46043;6087;Médio;898,626;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;1; ; ; ;1; ; ; ; ;9;9
483792;270230;0;256;239;266;370;20;16/08/2021;2702306;27;2;Coruripe;52130;46043;6087;Médio;898,626;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;1; ; ; ;1; ; ; ; ;9;9
483792;270230;1;255;239;266;370;263;01/03/2021;2702306;27;2;Coruripe;52130;46043;6087;Médio;898,626;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;1; ; ; ;1; ; ; ; ;9;9
483792;270230;0;255;239;266;370;263;01/03/2021;2702306;27;2;Coruripe;52130;46043;6087;Médio;898,626;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;1; ; ; ;1; ; ; ; ;9;9
483792;270230;1;255;239;266;370;263;01/02/2021;2702306;27;2;Coruripe;52130;46043;6087;Médio;898,626;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;1; ; ; ;1; ; ; ; ;9;9
483792;270230;0;255;238;266;370;20;16/08/2021;2702306;27;2;Coruripe;52130;46043;6087;Médio;898,626;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;1; ; ; ;1; ; ; ; ;9;9
