NU_IDENTIFICADOR;IBGE;q40_3;q40_8;q40_9;q40_10;q40_11;q40_12;q40_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d40_8;d40_8bin1;d40_8bin2;d40_8bin3;d40_9;d40_9bin1;d40_9bin2;d40_9bin3;d40_9bin4;d40_9bin5;d40_10;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_8bin1_sum;d40_8bin2_sum;d40_8bin3_sum;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_9bin4_sum;d40_9bin5_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;nu_trabalhador
482520;130423;1;255;239;266;370;20;01/01/2022;1304237;13;1;Tonantins;17079;8899;8180;Pequeno I;6446,894;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;4;1; ; ; ; ; ;1; ; ;4;5
482520;130423;1;255;239;266;21;20;16/09/2022;1304237;13;1;Tonantins;17079;8899;8180;Pequeno I;6446,894;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;4;1; ; ; ; ; ;1; ; ;4;5
482520;130423;1;257;237;138;370;20;01/01/2017;1304237;13;1;Tonantins;17079;8899;8180;Pequeno I;6446,894;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;4;1; ; ; ; ; ;1; ; ;4;5
482564;150180;0;256;239;266;370;18;04/01/2021;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;0;255;238;266;370;18;11/02/2022;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;0;252;239;266;252;18;04/01/2021;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;3;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;0;255;239;266;370;18;01/11/2021;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;1;255;238;266;254;18;15/02/2022;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;6;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;0;255;239;138;251;18;10/04/2006;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;0;255;239;266;370;18;04/01/2021;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;1;255;238;266;370;18;24/07/2022;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;1;255;239;138;370;18;10/04/2006;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;0;255;239;266;370;18;15/07/2021;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;0;255;239;266;370;18;05/05/2022;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482564;150180;0;257;273;266;21;18;04/01/2021;1501808;15;1;Breves;92860;46560;46300;Médio;9563,007;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;10;1; ;1; ; ; ;2; ; ;10;12
482566;351907;0;255;239;142;252;272;18/07/2022;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;257;273;138;249;18;02/01/2017;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;257;237;138;21;20;13/01/2021;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;257;237;293;370;20;09/09/2021;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;1;255;238;138;251;20;01/08/2017;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;255;238;293;370;20;22/06/2022;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;256;238;293;370;20;02/12/2020;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;255;239;293;370;20;06/06/2022;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;255;238;293;370;20;02/12/2020;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;254;239;142;252;272;18/07/2022;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;2;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;255;239;142;252;272;18/07/2022;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;0;255;239;142;370;20;02/12/2020;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482566;351907;1;255;238;293;370;20;01/09/2022;3519071;35;3;Hortolândia;192692;192692;0;Grande;62,416;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;9;3; ;1; ; ; ;3; ; ;10;13
482782;130070;0;255;238;292;370;20;01/02/2021;1300706;13;1;Boca do Acre;30632;19348;11284;Pequeno II;21938,592;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;7;2; ; ; ; ;1; ; ;8;1;9
482782;130070;1;255;238;292;370;20;01/04/2021;1300706;13;1;Boca do Acre;30632;19348;11284;Pequeno II;21938,592;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;7;2; ; ; ; ;1; ; ;8;1;9
482782;130070;1;255;238;292;370;272;13/01/2017;1300706;13;1;Boca do Acre;30632;19348;11284;Pequeno II;21938,592;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;7;2; ; ; ; ;1; ; ;8;1;9
482782;130070;1;255;238;292;370;272;13/01/2017;1300706;13;1;Boca do Acre;30632;19348;11284;Pequeno II;21938,592;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;7;2; ; ; ; ;1; ; ;8;1;9
482782;130070;1;257;274;266;21;20;22/03/2021;1300706;13;1;Boca do Acre;30632;19348;11284;Pequeno II;21938,592;0;31.08.2022;8/31/2022;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1; ;7;2; ; ; ; ;1; ; ;8;1;9
482782;130070;0;256;238;292;370;20;01/02/2021;1300706;13;1;Boca do Acre;30632;19348;11284;Pequeno II;21938,592;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;7;2; ; ; ; ;1; ; ;8;1;9
482782;130070;0;255;238;292;370;272;13/01/2017;1300706;13;1;Boca do Acre;30632;19348;11284;Pequeno II;21938,592;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;7;2; ; ; ; ;1; ; ;8;1;9
482782;130070;0;257;238;292;370;272;13/01/2017;1300706;13;1;Boca do Acre;30632;19348;11284;Pequeno II;21938,592;0;31.08.2022;8/31/2022;3;2; ; ;1;6; ; ; ; ; ;3; ; ;1; ; ;7;2; ; ; ; ;1; ; ;8;1;9
482782;130070;0;255;238;292;370;20;01/02/2021;1300706;13;1;Boca do Acre;30632;19348;11284;Pequeno II;21938,592;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;7;2; ; ; ; ;1; ; ;8;1;9
482827;210520;0;253;239;266;252;20;15/01/2017;2105203;21;2;Igarapé Grande;11041;6664;4377;Pequeno I;346,098;0;31.08.2022;8/31/2022;3;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;5;2; ;1; ; ; ;2; ;3;3;8
482827;210520;0;255;238;292;21;20;01/01/2017;2105203;21;2;Igarapé Grande;11041;6664;4377;Pequeno I;346,098;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;5;2; ;1; ; ; ;2; ;3;3;8
482827;210520;0;257;273;266;249;18;01/04/2019;2105203;21;2;Igarapé Grande;11041;6664;4377;Pequeno I;346,098;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;5;2; ;1; ; ; ;2; ;3;3;8
482827;210520;1;255;238;292;370;20;01/07/2018;2105203;21;2;Igarapé Grande;11041;6664;4377;Pequeno I;346,098;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;5;2; ;1; ; ; ;2; ;3;3;8
482827;210520;1;258;237;138;249;20;04/04/2002;2105203;21;2;Igarapé Grande;11041;6664;4377;Pequeno I;346,098;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;5;2; ;1; ; ; ;2; ;3;3;8
482827;210520;0;255;238;292;370;20;01/04/2019;2105203;21;2;Igarapé Grande;11041;6664;4377;Pequeno I;346,098;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;5;2; ;1; ; ; ;2; ;3;3;8
482827;210520;1;255;238;266;370;20;01/01/2018;2105203;21;2;Igarapé Grande;11041;6664;4377;Pequeno I;346,098;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;5;2; ;1; ; ; ;2; ;3;3;8
482827;210520;0;255;238;138;370;20;04/04/2000;2105203;21;2;Igarapé Grande;11041;6664;4377;Pequeno I;346,098;0;31.08.2022;8/31/2022; ;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;5;2; ;1; ; ; ;2; ;3;3;8
482858;210330;1;255;239;266;21;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;254;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;257;235;266;254;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;257;273;266;249;18;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;370;20;11/01/2022;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;370;18;01/11/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;257;273;266;249;18;06/06/2022;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;1;255;239;266;370;20;11/01/2022;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;370;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;254;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;1;255;238;266;370;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;1;255;239;266;254;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;1;257;237;266;254;20;26/08/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;370;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;238;266;370;20;02/06/2022;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;257;273;266;249;18;10/01/2022;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;254;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;251;20;09/02/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;1;256;239;266;254;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;238;266;370;20;15/03/2022;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;370;18;10/01/2022;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;254;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;1;252;239;266;254;391;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;370;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;266;252;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;20;5; ;3; ; ; ;1; ; ;25;26
482858;210330;0;255;239;138;370;20;04/01/2021;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;1;20;5; ;3; ; ; ;1; ; ;25;26
482962;290460;0;255;238;138;252;20;08/03/2018;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;4;6;1;2; ; ; ;1; ;2;7;10
482962;290460;0;257;237;292;251;20;17/05/2022;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;4;6;1;2; ; ; ;1; ;2;7;10
482962;290460;0;255;238;266;251;20;01/09/2022;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;6;1;2; ; ; ;1; ;2;7;10
482962;290460;0;257;237;266;251;20;14/09/2022;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;4;6;1;2; ; ; ;1; ;2;7;10
482962;290460;0;257;237;266;251;20;01/09/2022;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;4;6;1;2; ; ; ;1; ;2;7;10
482962;290460;0;257;275;266;251;20;25/02/2019;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1; ;4;6;1;2; ; ; ;1; ;2;7;10
482962;290460;0;257;273;266;249;18;08/12/2021;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;4;6;1;2; ; ; ;1; ;2;7;10
482962;290460;0;255;238;266;251;20;14/09/2022;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;6;1;2; ; ; ;1; ;2;7;10
482962;290460;0;257;273;292;21;20;16/10/2017;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;4;6;1;2; ; ; ;1; ;2;7;10
482962;290460;0;255;238;266;251;20;05/09/2022;2904605;29;2;Brumado;64602;45131;19471;Médio;2207,612;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;6;1;2; ; ; ;1; ;2;7;10
483110;330190;0;256;237;292;251;20;08/01/2021;3301900;33;3;Itaboraí;218008;215412;2596;Grande;430,59;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;6; ; ; ; ; ; ; ; ;5;1;6
483110;330190;0;255;238;292;251;20;14/04/2021;3301900;33;3;Itaboraí;218008;215412;2596;Grande;430,59;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;6; ; ; ; ; ; ; ; ;5;1;6
483110;330190;0;256;237;292;251;20;16/06/2021;3301900;33;3;Itaboraí;218008;215412;2596;Grande;430,59;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;6; ; ; ; ; ; ; ; ;5;1;6
483110;330190;0;256;238;292;21;20;01/01/2021;3301900;33;3;Itaboraí;218008;215412;2596;Grande;430,59;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;6; ; ; ; ; ; ; ; ;5;1;6
483110;330190;1;255;239;292;251;20;04/01/2021;3301900;33;3;Itaboraí;218008;215412;2596;Grande;430,59;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;6; ; ; ; ; ; ; ; ;5;1;6
483110;330190;0;255;239;142;251;20;01/05/2022;3301900;33;3;Itaboraí;218008;215412;2596;Grande;430,59;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;6; ; ; ; ; ; ; ; ;5;1;6
483265;231070;0;257;273;292;21;20;30/04/2018;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;1;257;237;139;370;20;15/08/2016;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;1;255;238;138;370;20;01/04/2021;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;0;257;237;138;370;20;04/01/2016;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;0;255;239;266;370;20;01/07/2021;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;1;257;235;266;370;20;01/11/2021;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;1;257;237;266;370;20;02/08/2021;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;1;255;239;266;370;20;01/07/2021;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;1;255;238;142;370;20;11/10/2022;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;0;255;238;138;370;272;01/08/2003;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;5;6; ;1; ; ; ;3;1;2;5;11
483265;231070;0;257;237;292;370;20;01/03/2018;2310704;23;2;Pentecoste;35400;21394;14006;Pequeno II;1378,258;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;5;6; ;1; ; ; ;3;1;2;5;11
483453;230740;0;257;238;266;370;20;15/01/2013;2307403;23;2;Jucás;23807;14150;9657;Pequeno II;937,189;0;31.08.2022;8/31/2022;3;2; ; ;1;6; ; ; ; ; ;4; ; ; ;1; ;3;3;1;1; ; ; ; ; ;1;5;6
483453;230740;0;257;273;292;21;20;05/01/2013;2307403;23;2;Jucás;23807;14150;9657;Pequeno II;937,189;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;3;3;1;1; ; ; ; ; ;1;5;6
483453;230740;0;255;238;266;370;272;01/03/2021;2307403;23;2;Jucás;23807;14150;9657;Pequeno II;937,189;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;3;3;1;1; ; ; ; ; ;1;5;6
483453;230740;0;255;238;266;370;20;01/10/2019;2307403;23;2;Jucás;23807;14150;9657;Pequeno II;937,189;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;3;3;1;1; ; ; ; ; ;1;5;6
483453;230740;0;255;238;266;370;20;03/05/2022;2307403;23;2;Jucás;23807;14150;9657;Pequeno II;937,189;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;3;3;1;1; ; ; ; ; ;1;5;6
